This file contains the S&P 500 straddle returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,,,,,,,
The dates are in YYYYMMDD format,,,,,,,,,,,,
r_K^{straddle} gives the daily return of a long constant-maturity at the money straddle strategy with target maturity K months,,,,,,,,,,,,
r_K^{short straddle} gives the daily return of a short straddle strategy assuming a margin requirement equal to 20% of the current S&P 500 index level,,,,,,,,,,,,
Returns are in percent,,,,,,,,,,,,
,,,,,,,,,,,,
Date,r_1^{straddle},r_2^{straddle},r_3^{straddle},r_6^{straddle},r_9^{straddle},r_12^{straddle},r_1^{short straddle},r_2^{short straddle},r_3^{short straddle},r_6^{short straddle},r_9^{short straddle},r_12^{short straddle}
20070831,-2.064,-0.768,-0.782,-0.181,-0.211,-0.117,0.518,0.267,0.326,0.103,0.144,0.091
20070904,-3.655,-1.543,-1.543,-0.971,-0.344,-0.262,0.894,0.516,0.624,0.528,0.23,0.201
20070905,4.613,3.558,3.019,2.179,1.164,0.977,-1.053,-1.133,-1.173,-1.147,-0.755,-0.722
20070906,-3.102,-0.707,-0.468,0.347,0.612,0.66,0.787,0.247,0.194,-0.192,-0.415,-0.509
20070907,3.179,3.049,3.291,2.446,2.2,1.352,-0.785,-1.059,-1.358,-1.359,-1.472,-1.047
20070910,-2.771,-0.146,0.296,0.26,0.348,0.12,0.763,0.054,-0.131,-0.154,-0.246,-0.097
20070911,-2.173,-3.194,-2.667,-1.151,-1.227,-1.212,0.615,1.214,1.202,0.691,0.875,0.983
20070912,-1.471,-1.066,-0.603,-0.311,-0.122,-0.105,0.38,0.386,0.262,0.178,0.085,0.082
20070913,1.197,1.376,1.051,0.576,0.713,0.624,-0.304,-0.495,-0.443,-0.329,-0.495,-0.49
20070914,-0.933,-1.099,-0.779,-0.012,0.045,0.161,0.236,0.38,0.326,0.007,-0.03,-0.126
20070917,-1.647,1.014,0.58,0.305,0.699,0.496,0.419,-0.35,-0.243,-0.174,-0.477,-0.388
20070918,0.646,-0.36,-3.32,-2.166,-1.03,-1.009,-0.175,0.135,1.455,1.259,0.728,0.805
20070919,-2.261,-1.57,-2.055,-2.217,-1.564,-2.034,0.476,0.47,0.776,1.14,0.993,1.491
20070920,-1.967,-1.534,-0.762,-0.293,-0.625,-1.074,0.392,0.447,0.273,0.147,0.389,0.767
20070921,-8.561,-4.525,-3.512,-2.158,-1.636,-1.45,1.747,1.344,1.286,1.088,1.021,1.033
20070924,-6.02,-3.498,-2.432,-1.065,-0.696,-0.644,1.136,0.983,0.852,0.524,0.426,0.451
20070925,-3.9,-3.068,-2.532,-1.818,-1.696,-1.035,0.735,0.863,0.9,0.9,1.043,0.739
20070926,-3.969,-2.902,-2.231,-1.793,-1.147,-1.097,0.739,0.798,0.78,0.875,0.696,0.776
20070927,-1.807,-2.262,-1.484,-1.469,-1.432,-1.823,0.315,0.597,0.506,0.703,0.856,1.246
20070928,0.556,2.599,2.673,0.715,1.064,1.084,-0.096,-0.658,-0.86,-0.337,-0.62,-0.726
20071001,2.031,2.125,1.144,2.116,2.183,1.846,-0.363,-0.564,-0.382,-1.012,-1.303,-1.255
20071002,-0.241,1.017,0.691,1.862,1.683,1.298,0.042,-0.265,-0.233,-0.873,-0.969,-0.876
20071003,-2.556,0.209,1.159,1.361,1.868,1.83,0.454,-0.055,-0.396,-0.652,-1.097,-1.254
20071004,-1.724,-1.201,-1.162,0.159,0.652,0.465,0.309,0.328,0.406,-0.078,-0.409,-0.326
20071005,0.601,-0.431,-1.06,-1.249,-1.862,-1.776,-0.108,0.117,0.366,0.613,1.127,1.251
20071008,-4.693,-2.338,-0.688,-1.321,-0.826,-0.062,0.768,0.588,0.22,0.634,0.486,0.042
20071009,-2.601,-2.032,-1.968,-0.335,-0.882,-0.307,0.44,0.522,0.638,0.161,0.519,0.212
20071010,0.552,1.89,1.386,0.651,0.752,0.897,-0.087,-0.459,-0.437,-0.309,-0.436,-0.614
20071011,10.853,7.243,5.731,3.678,3.839,3.02,-1.756,-1.816,-1.853,-1.762,-2.253,-2.093
20071012,-4.919,-2.217,-1.86,0.351,0.171,0.222,0.926,0.616,0.643,-0.176,-0.105,-0.159
20071015,1.64,1.936,2.063,1.553,1.828,1.596,-0.286,-0.515,-0.7,-0.778,-1.121,-1.145
20071016,-0.416,0.673,0.217,0.576,0.83,0.596,0.083,-0.194,-0.08,-0.299,-0.525,-0.44
20071017,-8.322,-4.888,-4.714,-2.246,-1.143,-1.069,1.715,1.464,1.764,1.21,0.761,0.8
20071018,-2.526,-3.774,-2.215,-0.412,0.07,0.143,0.47,1.082,0.786,0.212,-0.045,-0.106
20071019,21.861,11.296,9.419,4.735,3.199,5.009,-4.157,-3.21,-3.315,-2.486,-2.102,-3.723
20071022,-8.056,-4.161,-3.402,-2.48,-2.119,-1.934,1.914,1.386,1.385,1.425,1.486,1.565
20071023,-3.525,-2.64,-2.115,-0.822,-0.481,0.095,0.775,0.846,0.831,0.463,0.329,-0.075
20071024,0.601,0.836,1.015,0.969,0.851,0.733,-0.124,-0.254,-0.383,-0.533,-0.576,-0.578
20071025,0.229,0.663,0.194,0.257,0.232,0.355,-0.049,-0.207,-0.075,-0.144,-0.159,-0.283
20071026,-1.432,-1.871,-0.368,0.367,0.443,0.744,0.31,0.589,0.142,-0.206,-0.305,-0.597
20071029,-1.847,-0.953,-0.357,-0.28,-0.072,-0.004,0.363,0.279,0.13,0.153,0.049,0.003
20071030,1.411,1.438,1.232,1.366,0.682,0.787,-0.283,-0.422,-0.454,-0.74,-0.464,-0.613
20071031,-5.814,-4.241,-4.258,-3.084,-1.743,-0.99,1.241,1.344,1.628,1.72,1.203,0.796
20071101,23.641,12.587,11.545,6.962,3.306,4.062,-4.324,-3.501,-4.015,-3.625,-2.219,-3.108
20071102,-3.877,1.037,0.581,0.979,0.56,0.635,0.907,-0.342,-0.239,-0.578,-0.401,-0.528
20071105,-3.979,-0.864,-0.761,-0.393,0.22,0.191,0.906,0.29,0.316,0.234,-0.159,-0.159
20071106,-5.335,-3.361,-3.408,-1.906,-1.366,-1.012,1.281,1.195,1.451,1.149,1.005,0.856
20071107,21.531,10.669,7.643,4.202,3.491,2.899,-4.506,-3.401,-3.03,-2.432,-2.483,-2.389
20071108,-5.553,-1.826,-1.045,-0.461,-0.179,-0.093,1.457,0.703,0.481,0.293,0.139,0.083
20071109,1.837,2.083,1.415,1.294,1.336,0.931,-0.471,-0.794,-0.654,-0.834,-1.039,-0.834
20071112,-5.766,-3.65,-2.835,-1.916,-1.945,-1.154,1.607,1.5,1.382,1.28,1.593,1.06
20071113,-1.18,-3.112,-1.996,-0.801,-0.496,-0.433,0.382,1.285,0.983,0.545,0.404,0.405
20071114,5.531,2.005,2.042,1.908,1.816,1.745,-1.317,-0.72,-0.883,-1.173,-1.38,-1.522
20071115,3.403,2.509,2.8,2.307,1.51,1.586,-0.897,-0.933,-1.25,-1.463,-1.178,-1.419
20071116,-8.627,-5.6,-3.735,-1.508,-1.058,-0.513,2.418,2.265,1.804,1.009,0.858,0.475
20071119,-3.681,-4.321,-2.194,-0.145,-0.017,-0.4,0.956,1.656,1.017,0.095,0.014,0.367
20071120,-1.636,-2.411,-2.441,-1.513,-1.088,-0.751,0.45,0.942,1.186,1.037,0.899,0.711
20071121,4.665,1.538,0.878,0.559,-0.225,-0.664,-1.25,-0.585,-0.416,-0.372,0.183,0.622
20071123,0.726,-0.988,-0.992,-0.272,-0.641,-0.191,-0.212,0.398,0.494,0.189,0.534,0.182
20071126,5.808,5.436,4.805,2.357,2.03,1.409,-1.629,-2.077,-2.263,-1.575,-1.64,-1.307
20071127,-4.079,-4.233,-4.061,-2.905,-2.245,-1.853,1.303,1.821,2.106,2.078,1.927,1.811
20071128,8.809,4.461,3.041,1.037,0.962,1.56,-2.556,-1.775,-1.498,-0.701,-0.787,-1.461
20071129,-1.998,-0.3,0.509,0.308,0.403,0.325,0.52,0.108,-0.227,-0.195,-0.312,-0.291
20071130,-3.052,0.456,1.01,0.914,0.289,0.273,0.79,-0.165,-0.454,-0.581,-0.225,-0.246
20071203,-4.673,-2.889,-2.055,-1.606,-1.338,-1.217,1.182,1.027,0.905,1.012,1.038,1.08
20071204,-2.4,-1.412,-1.242,-0.808,-0.526,-0.701,0.609,0.509,0.559,0.513,0.407,0.628
20071205,-1.872,-0.485,-0.824,-0.435,-0.559,-0.435,0.477,0.177,0.373,0.278,0.434,0.39
20071206,-2.943,-1.614,-1.814,-0.74,-1.32,-1.127,0.693,0.553,0.772,0.456,0.994,0.981
20071207,-2.493,-0.468,0.107,-0.256,-0.219,-0.29,0.559,0.15,-0.043,0.15,0.16,0.242
20071210,-0.197,-0.652,-0.691,-0.124,-0.01,-0.205,0.044,0.211,0.279,0.073,0.007,0.171
20071211,14.572,7.885,4.953,2.701,1.114,0.371,-3.172,-2.515,-1.986,-1.563,-0.799,-0.309
20071212,-3.073,-1.778,-1.087,-0.898,-0.792,-0.801,0.778,0.645,0.488,0.559,0.601,0.699
20071213,-1.203,0.568,0.805,0.515,0.486,0.431,0.283,-0.197,-0.344,-0.316,-0.359,-0.367
20071214,-0.636,-1.621,-1.32,-1.734,-1.216,-1.326,0.152,0.571,0.571,1.069,0.903,1.132
20071217,0.173,0.807,1.191,0.761,1.009,0.686,-0.043,-0.293,-0.528,-0.474,-0.758,-0.592
20071218,-7.308,-3.622,-2.353,-0.93,-0.728,-0.607,1.968,1.418,1.112,0.601,0.571,0.542
20071219,-7.52,-5.198,-4.304,-3.12,-2.96,-2.8,1.875,1.925,1.956,1.991,2.29,2.47
20071220,-5.025,-3.468,-2.457,-1.561,-0.78,-0.763,1.187,1.229,1.077,0.969,0.588,0.656
20071221,-4.605,-5.284,-2.415,-1.081,-0.894,-0.366,1.026,1.838,1.019,0.654,0.655,0.308
20071224,-2.722,-1.233,-0.952,-0.232,-0.287,0.372,0.527,0.371,0.371,0.135,0.202,-0.302
20071226,-2.139,-1.701,-1.146,-0.508,-0.747,-0.698,0.408,0.508,0.445,0.29,0.521,0.567
20071227,5.451,3.409,1.697,0.989,1.711,0.763,-1.035,-1.001,-0.66,-0.568,-1.185,-0.616
20071228,-0.253,1.457,1.663,1.71,1.373,1.209,0.053,-0.464,-0.677,-1.016,-1.002,-1.013
20071231,-1.077,0.682,0.324,0.601,0.58,0.647,0.233,-0.224,-0.139,-0.364,-0.429,-0.549
20080102,-1.155,-1.436,-1.457,-0.497,-0.632,-0.502,0.268,0.497,0.645,0.308,0.477,0.433
20080103,-4.94,-3.945,-3.494,-2.772,-2.461,-2.29,1.209,1.418,1.611,1.802,1.937,2.011
20080104,8.421,2.551,-0.6,-1.575,-1.597,-0.393,-1.99,-0.888,0.268,0.998,1.227,0.338
20080107,-8.634,-4.856,-3.708,-2.536,-1.939,-1.706,2.239,1.812,1.73,1.627,1.506,1.515
20080108,3.94,2.672,2.319,2.528,1.75,1.397,-0.989,-0.974,-1.055,-1.588,-1.336,-1.22
20080109,-3.805,-2.59,-1.605,-0.763,-0.441,-0.346,1.028,1.01,0.778,0.512,0.356,0.319
20080110,-1.345,-1.551,-1.053,0.024,0.189,0.056,0.342,0.576,0.49,-0.016,-0.15,-0.049
20080111,-2.893,-1.071,-0.361,0.567,0.185,0.02,0.718,0.385,0.163,-0.356,-0.141,-0.018
20080114,-4.672,-3.565,-2.112,-1.182,-0.425,-0.028,1.182,1.313,0.995,0.779,0.339,0.025
20080115,1.657,-0.06,-0.716,-0.092,-0.857,-1.012,-0.418,0.021,0.32,0.058,0.657,0.889
20080116,0.136,-1.329,-2.024,-2.413,-2.534,-2.399,-0.036,0.492,0.94,1.568,2.005,2.172
20080117,12.651,7.104,4.66,4.823,3.541,2.881,-3.423,-2.674,-2.183,-3.087,-2.75,-2.564
20080118,-8.207,-5.66,-4.463,-3.724,-3.418,-3.371,2.563,2.386,2.28,2.6,2.868,3.221
20080122,5.356,0.183,-0.301,-0.521,-0.527,-0.275,-1.579,-0.075,0.151,0.355,0.432,0.256
20080123,5.318,3.422,4.004,1.211,0.781,0.801,-1.734,-1.488,-2.104,-0.851,-0.657,-0.767
20080124,-1.971,-0.813,-0.154,0.709,1.052,0.815,0.605,0.336,0.076,-0.472,-0.843,-0.745
20080125,0.987,1.103,0.18,-0.051,-0.186,-0.117,-0.286,-0.444,-0.088,0.034,0.149,0.107
20080128,-2.735,-0.953,-0.228,-0.873,-0.576,-0.575,0.845,0.405,0.117,0.591,0.47,0.533
20080129,-0.099,-0.799,-0.374,-0.239,-0.163,-0.027,0.028,0.324,0.183,0.159,0.131,0.025
20080130,-2.016,0.146,0.094,-1.018,-1.014,-0.885,0.575,-0.057,-0.045,0.667,0.802,0.8
20080131,0.064,1.734,1.285,1.045,-1.28,0.487,-0.018,-0.701,-0.627,-0.687,1.015,-0.439
20080201,-3.179,-1.098,-1.039,-0.455,-0.218,0.026,0.86,0.424,0.483,0.287,0.165,-0.023
20080204,0.66,1.655,1.027,0.85,0.488,0.31,-0.161,-0.598,-0.457,-0.523,-0.366,-0.267
20080205,7.015,2.722,2.018,1.922,1.58,1.442,-1.855,-1.06,-0.954,-1.224,-1.209,-1.26
20080206,-1.792,0.084,0.34,0.679,0.744,0.766,0.521,-0.035,-0.172,-0.462,-0.607,-0.711
20080207,-4.026,-1.989,-1.786,-1.912,-1.658,-1.521,1.199,0.871,0.942,1.333,1.384,1.434
20080208,-2.937,-0.958,-0.588,-0.357,-0.204,-0.306,0.829,0.396,0.294,0.24,0.165,0.283
20080211,-5.972,-2.642,-1.844,-1.14,-0.807,-0.775,1.695,1.123,0.948,0.777,0.659,0.717
20080212,-1.363,-1.698,-1.412,0.046,0.707,0.935,0.411,0.69,0.699,-0.031,-0.568,-0.857
20080213,-3.128,-1.721,-0.95,-0.099,0.007,-0.152,0.888,0.688,0.463,0.066,-0.005,0.139
20080214,-1.388,-0.652,-1.373,-1.207,-1.048,-1.081,0.374,0.244,0.639,0.783,0.825,0.977
20080215,-2.45,-1.032,-0.552,-0.231,-0.178,0.163,0.673,0.402,0.263,0.152,0.142,-0.148
20080219,-4.729,-2.895,-1.865,-0.842,-0.948,-0.727,1.288,1.125,0.889,0.553,0.756,0.662
20080220,-4.623,-2.85,-2.346,-1.281,-0.834,-0.896,1.269,1.112,1.121,0.844,0.664,0.813
20080221,-1.753,-0.664,-0.461,-1.195,-1.557,-1.657,0.46,0.247,0.21,0.762,1.209,1.478
20080222,-4.17,-2.285,-2.054,-0.851,-0.613,-0.508,1.13,0.873,0.961,0.55,0.48,0.453
20080225,-3.038,-0.998,0.129,0.208,0.617,0.703,0.78,0.37,-0.059,-0.132,-0.478,-0.618
20080226,-3.653,-2.833,-1.346,-0.381,-0.667,-0.75,0.901,1.007,0.591,0.237,0.502,0.644
20080227,0.786,2.714,1.731,1.639,1.13,0.986,-0.187,-0.926,-0.746,-0.982,-0.833,-0.833
20080228,-0.821,-1.049,-0.843,-0.242,-0.201,-0.254,0.201,0.373,0.372,0.148,0.15,0.217
20080229,12.224,6.859,5.267,2.948,2.363,1.37,-3.067,-2.482,-2.349,-1.853,-1.809,-1.204
20080303,-5.92,-4.065,-2.923,-2.129,-1.857,-1.204,1.729,1.663,1.458,1.447,1.521,1.11
20080304,-5.3,-3.497,-2.457,-1.658,-1.301,-0.865,1.519,1.399,1.207,1.112,1.052,0.791
20080305,-2.245,-2.024,-2.049,-1.303,-0.961,-0.784,0.622,0.793,0.991,0.865,0.77,0.714
20080306,4.603,3.717,2.532,2.233,2.286,1.407,-1.253,-1.425,-1.199,-1.46,-1.787,-1.26
20080307,-3.802,-1.885,-1.903,-1.368,-1.535,-1.347,1.146,0.789,0.972,0.948,1.281,1.273
20080310,-1.031,0.04,0.426,0.611,0.848,0.235,0.308,-0.017,-0.216,-0.424,-0.704,-0.222
20080311,7.741,3.673,2.658,1.493,2.426,1.857,-2.471,-1.634,-1.425,-1.081,-2.096,-1.787
20080312,-1.481,0.399,0.874,1.233,0.959,0.715,0.418,-0.16,-0.427,-0.836,-0.791,-0.673
20080313,-0.843,-0.191,0.674,1.606,1.64,1.715,0.246,0.079,-0.345,-1.125,-1.38,-1.642
20080314,15.036,6.128,4.48,3.06,1.951,1.574,-4.319,-2.536,-2.277,-2.159,-1.663,-1.526
20080317,-5.573,-4.046,-4.121,-4.148,-3.237,-2.937,1.906,1.859,2.282,3.11,2.897,2.966
20080318,4.22,0.844,0.018,-0.129,0.169,-0.424,-1.464,-0.392,-0.01,0.096,-0.149,0.424
20080319,11.593,5.787,5.485,4.067,3.246,3.138,-3.175,-2.303,-2.635,-2.717,-2.636,-2.888
20080320,-3.629,-1.131,0.147,0.163,0.438,0.631,1.175,0.502,-0.078,-0.117,-0.38,-0.619
20080324,-0.854,-0.256,-0.811,0.195,-0.01,-0.017,0.238,0.104,0.404,-0.135,0.008,0.016
20080325,-1.792,-0.875,0.051,0.423,0.614,0.277,0.487,0.341,-0.025,-0.285,-0.502,-0.259
20080326,-1.647,-0.656,-0.332,-0.567,-0.434,-0.158,0.441,0.253,0.16,0.384,0.356,0.148
20080327,-3.696,-2.987,-2.246,-1.641,-1.374,-1.056,1.016,1.185,1.102,1.118,1.135,0.999
20080328,-3.065,-1.837,-1.246,-1.478,-1.603,-1.702,0.84,0.727,0.61,1.011,1.33,1.628
20080331,-4.708,-2.93,-2.514,-1.248,-1.248,-1.317,1.309,1.174,1.271,0.867,1.044,1.25
20080401,14.243,6.051,7.313,3.768,2.791,1.414,-3.899,-2.366,-3.657,-2.608,-2.313,-1.322
20080402,0.712,1.632,1.529,1.422,1.261,1.257,-0.169,-0.573,-0.696,-0.914,-0.985,-1.129
20080403,-1.536,-0.385,0.236,0.555,0.459,0.364,0.375,0.139,-0.11,-0.363,-0.365,-0.332
20080404,-5.599,-3.59,-3.208,-2.651,-2.014,-1.791,1.371,1.301,1.497,1.747,1.607,1.64
20080407,-5.945,-4.224,-3.41,-2.627,-2.283,-1.8,1.402,1.488,1.544,1.687,1.785,1.619
20080408,-2.719,-1.142,-0.687,-0.466,0.482,-0.075,0.64,0.393,0.303,0.293,-0.36,0.065
20080409,-0.732,0.139,-0.332,-0.331,-0.442,-0.243,0.173,-0.048,0.146,0.209,0.341,0.216
20080410,-5.409,-3.609,-2.518,-1.612,-1.313,-1.043,1.324,1.293,1.135,1.025,1.019,0.932
20080411,4.704,1.35,-0.345,-0.481,-0.636,-0.606,-1.097,-0.467,0.152,0.299,0.485,0.533
20080414,-4.459,-2.572,-1.803,-0.621,-0.387,-0.307,1.121,0.941,0.824,0.396,0.3,0.275
20080415,-4.277,-2.807,-1.984,-1.328,-0.847,-0.633,1.136,1.039,0.911,0.85,0.661,0.57
20080416,0.194,-0.849,-2.848,-2.283,-1.799,-1.39,-0.049,0.304,1.254,1.434,1.384,1.236
20080417,-0.495,-0.818,0.09,0.574,0.717,0.653,0.11,0.267,-0.037,-0.344,-0.529,-0.559
20080418,5.342,2.705,0.184,1.096,0.522,0.613,-1.198,-0.884,-0.075,-0.662,-0.388,-0.529
20080421,-3.899,-1.135,-0.836,-0.313,-0.237,-0.563,0.814,0.352,0.324,0.178,0.167,0.465
20080422,-0.389,-0.794,0.66,0.448,0.514,0.585,0.082,0.252,-0.259,-0.257,-0.365,-0.483
20080423,-5.48,-2.531,-1.96,-0.804,-0.327,-0.322,1.206,0.82,0.802,0.469,0.236,0.27
20080424,-0.894,-1.675,-0.651,-0.997,-0.815,-0.631,0.188,0.531,0.262,0.578,0.585,0.527
20080425,-1.076,-1.479,-1.339,-1.233,-1.547,-1.442,0.22,0.456,0.516,0.702,1.096,1.191
20080428,-5.074,-2.841,-2.708,-2.237,-1.959,-1.87,1.009,0.854,1.028,1.252,1.359,1.507
20080429,-0.724,0.112,0.411,-0.002,-0.193,-0.381,0.146,-0.034,-0.155,0.001,0.132,0.304
20080430,-1.986,0.241,-0.027,-0.602,-0.791,-1.232,0.412,-0.074,0.01,0.335,0.544,0.985
20080501,1.808,1.401,0.667,-1.154,-0.553,-0.137,-0.379,-0.451,-0.265,0.643,0.379,0.109
20080502,-5.804,-0.63,-0.843,-0.591,-0.568,-0.502,1.102,0.187,0.314,0.318,0.379,0.389
20080505,-3.374,-2.869,-0.744,-0.254,-0.362,-0.338,0.606,0.845,0.265,0.136,0.24,0.26
20080506,-0.205,0.501,1.522,1.362,1.304,1.168,0.039,-0.149,-0.568,-0.741,-0.869,-0.904
20080507,10.337,0.051,2.687,-0.018,-0.09,0.683,-1.853,-0.015,-0.972,0.01,0.061,-0.523
20080508,-4.463,-2.731,-1.698,-0.796,-0.515,0.1,0.88,0.825,0.651,0.444,0.354,-0.08
20080509,-1.704,-1.182,-0.851,-0.639,-0.464,-0.604,0.319,0.349,0.322,0.353,0.317,0.48
20080512,-3.714,-3.362,-2.332,-0.94,-0.347,-0.035,0.708,0.998,0.887,0.522,0.238,0.028
20080513,-2.186,-1.823,-1.207,-0.305,-0.181,-0.141,0.41,0.533,0.453,0.167,0.123,0.111
20080514,-4.029,-2.197,-1.174,-0.667,-0.43,-0.256,0.754,0.638,0.438,0.365,0.292,0.201
20080515,-2.721,2.002,0.825,0.544,0.705,0.748,0.477,-0.572,-0.306,-0.291,-0.471,-0.584
20080516,1.309,-0.031,1.17,1.866,1.991,1.812,-0.217,0.008,-0.41,-0.981,-1.303,-1.39
20080519,-5.081,-0.684,-0.394,0.114,0.123,0.606,0.869,0.185,0.14,-0.061,-0.082,-0.473
20080520,0.011,2.179,1.163,1.265,1.229,0.909,-0.002,-0.596,-0.421,-0.686,-0.827,-0.71
20080521,2.78,2.266,3.092,1.548,0.546,0.704,-0.515,-0.657,-1.15,-0.86,-0.381,-0.571
20080522,-5.149,-3.747,-2.212,-0.98,-0.325,0.03,1.025,1.167,0.876,0.572,0.234,-0.025
20080523,2.662,0.899,0.692,0.096,-0.25,-0.719,-0.51,-0.269,-0.269,-0.056,0.179,0.601
20080527,-3.464,-1.899,-1.389,-1.07,-0.71,-0.107,0.715,0.6,0.567,0.634,0.521,0.091
20080528,-2.836,-2.169,-0.649,-0.134,-0.003,0.197,0.614,0.683,0.265,0.078,0.002,-0.166
20080529,-4.993,-3.973,-3.838,-1.951,-0.246,0.275,1.003,1.202,1.506,1.137,0.177,-0.23
20080530,-5.471,-2.302,-2.004,-1.622,-2.041,-1.735,1.053,0.663,0.756,0.921,1.459,1.454
20080602,4.817,1.902,1.346,0.991,1.123,0.611,-0.893,-0.54,-0.5,-0.555,-0.787,-0.503
20080603,-3.325,-0.926,-0.949,-0.125,-0.489,-0.379,0.718,0.289,0.378,0.072,0.352,0.319
20080604,2.292,0.754,0.585,0.64,0.665,0.451,-0.49,-0.237,-0.235,-0.376,-0.486,-0.384
20080605,2.074,0.712,0.871,-0.086,0.63,1.058,-0.461,-0.228,-0.355,0.051,-0.465,-0.908
20080606,25.581,14.374,9.83,5.23,3.031,3.564,-5.076,-4.25,-3.739,-2.991,-2.17,-2.952
20080609,-6.393,-4.361,-3.475,-2.279,-1.42,-1.454,1.636,1.535,1.532,1.439,1.096,1.304
20080610,-4.324,-2.418,-1.608,-1.144,-0.717,-0.696,1.073,0.844,0.7,0.711,0.548,0.617
20080611,-0.648,-0.688,-1.63,-1.555,-1.83,-1.708,0.158,0.238,0.705,0.961,1.394,1.509
20080612,-3.182,-2.066,-1.599,-1.101,-0.638,-0.545,0.822,0.742,0.721,0.697,0.491,0.486
20080613,-3.783,-1.765,-0.882,-1.234,-1.151,-1.121,0.931,0.624,0.385,0.769,0.879,0.994
20080616,-5.748,-3.435,-2.825,-2.344,-2.087,-1.947,1.294,1.129,1.162,1.386,1.526,1.663
20080617,-3.028,-2.02,-2.013,-0.798,-1.053,-1.364,0.676,0.662,0.824,0.465,0.758,1.147
20080618,1.613,1.626,1.22,0.843,1.101,1.495,-0.362,-0.536,-0.503,-0.502,-0.804,-1.251
20080619,-4.409,-3.498,-2.623,-1.992,-1.504,-2.037,1.046,1.209,1.127,1.216,1.124,1.769
20080620,3.806,0.189,-0.125,-1.04,-1.253,-1.272,-0.864,-0.063,0.052,0.622,0.921,1.08
20080623,-7.319,-4.931,-3.4,-1.271,-1.188,-0.505,1.782,1.732,1.48,0.778,0.892,0.437
20080624,-3.341,-1.308,-1.419,-0.889,-0.781,-0.81,0.791,0.448,0.615,0.543,0.58,0.7
20080625,-4.164,-3.482,-2.366,-2.047,-1.485,-1.444,0.978,1.191,1.027,1.255,1.115,1.243
20080626,17.338,9.48,3.186,1.866,1.699,0.28,-3.844,-3.091,-1.343,-1.111,-1.229,-0.236
20080627,-4.873,-2.832,-2.216,-1.351,-1.059,-1.067,1.241,1.044,1.001,0.859,0.811,0.94
20080630,-5.808,-3.329,-2.417,-1.58,-1.227,-1.166,1.451,1.215,1.079,0.996,0.939,1.022
20080701,-1.505,-0.39,-0.487,0.123,0.129,0.215,0.374,0.141,0.215,-0.076,-0.098,-0.186
20080702,6.546,3.071,3.488,1.317,0.584,0,-1.604,-1.098,-1.537,-0.817,-0.441,0
20080703,-5.712,-3.048,-2.168,-1.29,-1.021,-0.906,1.546,1.176,1.042,0.852,0.813,0.813
20080707,-5.539,-3.38,-3.033,-2.108,-1.837,-1.205,1.425,1.262,1.429,1.376,1.448,1.071
20080708,-2.671,-2.777,-2.205,-1.478,-0.876,-0.638,0.719,1.062,1.039,0.962,0.688,0.575
20080709,9.691,4.921,0.978,3.395,1.906,0.364,-2.313,-1.707,-0.436,-2.052,-1.411,-0.314
20080710,2.574,1.932,1.79,1.588,1.527,1.509,-0.683,-0.732,-0.834,-1.024,-1.194,-1.355
20080711,3.206,2.552,1.424,0.421,0.506,1.207,-0.872,-0.975,-0.674,-0.275,-0.399,-1.079
20080714,-5.056,-2.683,-1.264,-0.444,-0.819,-0.985,1.472,1.083,0.616,0.295,0.658,0.908
20080715,-3.744,-2.377,-1.67,-0.66,-0.758,-1.137,1.151,0.977,0.837,0.445,0.614,1.063
20080716,-1.237,-1.764,-3.494,-0.496,-0.5,-1.161,0.379,0.732,1.749,0.345,0.416,1.087
20080717,1.506,0.523,0.238,0.652,0.711,0.757,-0.401,-0.195,-0.109,-0.415,-0.549,-0.672
20080718,-3.267,-1.533,-1.198,-0.602,-0.174,0.169,0.843,0.554,0.539,0.381,0.134,-0.147
20080721,-8.992,-5.341,-3.954,-2.432,-1.91,-1.695,2.277,1.92,1.765,1.532,1.465,1.481
20080722,-3.873,-3.388,-2.631,-1.555,-1.198,-1.449,0.935,1.19,1.148,0.962,0.906,1.25
20080723,2.015,2.557,1.916,1.663,1.237,1.02,-0.443,-0.828,-0.781,-0.966,-0.887,-0.855
20080724,7.241,3.542,3.41,2.511,1.706,0.995,-1.611,-1.178,-1.412,-1.482,-1.229,-0.829
20080725,-5.056,-2.969,-1.972,-0.818,-0.306,-0.088,1.241,1.07,0.88,0.516,0.234,0.077
20080728,1.6,0.644,0.272,-0.452,-0.391,-0.004,-0.378,-0.227,-0.119,0.282,0.296,0.003
20080729,1.874,-0.592,-1.639,-2.473,-1.309,-0.775,-0.484,0.225,0.758,1.577,1.014,0.688
20080730,5.506,3.475,0.384,0.816,0.784,0.374,-1.256,-1.203,-0.161,-0.494,-0.583,-0.318
20080731,2.85,1.384,2.059,1.348,1.016,0.915,-0.623,-0.459,-0.831,-0.783,-0.726,-0.757
20080801,-3.888,0.63,0.418,-0.154,-0.209,-0.14,0.91,-0.217,-0.177,0.094,0.157,0.119
20080804,-1.897,-2.689,-1.561,-1.176,-1.115,-0.725,0.441,0.968,0.682,0.722,0.839,0.623
20080805,7.371,1.027,0.659,0.677,0.785,0.689,-1.784,-0.371,-0.292,-0.42,-0.595,-0.6
20080806,-5.055,-1.65,-1.004,-0.334,0.051,0.251,1.081,0.546,0.407,0.195,-0.037,-0.207
