This file contains the S&P 500 straddle returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,,,,,,,
The dates are in YYYYMMDD format,,,,,,,,,,,,
r_K^{straddle} gives the daily return of a long constant-maturity at the money straddle strategy with target maturity K months,,,,,,,,,,,,
r_K^{short straddle} gives the daily return of a short straddle strategy assuming a margin requirement equal to 20% of the current S&P 500 index level,,,,,,,,,,,,
Returns are in percent,,,,,,,,,,,,
,,,,,,,,,,,,
Date,r_1^{straddle},r_2^{straddle},r_3^{straddle},r_6^{straddle},r_9^{straddle},r_12^{straddle},r_1^{short straddle},r_2^{short straddle},r_3^{short straddle},r_6^{short straddle},r_9^{short straddle},r_12^{short straddle}
19961028,3.748,1.558,2.53,0.73,0.039,0.086,-0.61,-0.382,-0.763,-0.309,-0.021,-0.052
19961029,0.206,1.89,1.291,1.375,0.773,1.639,-0.037,-0.493,-0.415,-0.605,-0.411,-1.012
19961030,-0.512,-0.445,-0.372,0.236,0.325,-0.396,0.089,0.115,0.116,-0.102,-0.172,0.245
19961031,2.199,0.78,2.32,2.52,1.364,1.172,-0.392,-0.202,-0.739,-1.115,-0.726,-0.724
19961101,-5.764,-2.011,-2.185,-0.747,-0.557,-0.942,1.013,0.513,0.688,0.326,0.299,0.586
19961104,-4.053,-2.518,-0.856,-1.124,-0.835,-0.449,0.695,0.644,0.266,0.492,0.447,0.278
19961105,3.507,-0.178,-0.562,1.582,0.299,1.349,-0.584,0.044,0.173,-0.687,-0.159,-0.83
19961106,7.957,3.76,2.055,1.32,1.493,0.615,-1.344,-0.917,-0.613,-0.568,-0.791,-0.372
19961107,2.57,4.357,4.738,2.831,0.739,-0.769,-0.397,-0.998,-1.359,-1.175,-0.373,0.45
19961108,-8.148,-3.652,-2.551,-0.535,1.172,3.674,1.299,0.877,0.768,0.228,-0.594,-2.128
19961111,-6.401,-1.129,0.415,0.768,0.117,-1.213,0.929,0.25,-0.114,-0.309,-0.059,0.726
19961112,-4.3,-1.796,-1.334,-0.687,-0.336,-0.707,0.68,0.406,0.374,0.281,0.171,0.419
19961113,-2.62,-2.743,-2.048,-0.798,-0.209,0.859,0.41,0.639,0.583,0.329,0.107,-0.508
19961114,-5.777,-4.59,-4.075,-2.499,-1.034,0.235,0.866,1.003,1.114,1.011,0.525,-0.14
19961115,3.709,4.596,2.985,1.906,1.097,0.287,-0.504,-0.959,-0.783,-0.749,-0.549,-0.167
19961118,2.359,-0.735,0.191,0.366,0.103,-1.039,-0.337,0.162,-0.052,-0.147,-0.052,0.605
19961119,0.788,3.752,1.165,1,1.4,1.659,-0.121,-0.848,-0.322,-0.407,-0.714,-0.96
19961120,5.937,3.89,4.964,3.426,2.758,2.531,-0.886,-0.859,-1.381,-1.403,-1.376,-1.46
19961121,-4.724,-1.352,0.205,0.236,0.079,-0.239,0.756,0.312,-0.06,-0.1,-0.041,0.141
19961122,-0.503,0.303,-0.268,2.056,1.361,1.237,0.078,-0.07,0.079,-0.878,-0.7,-0.731
19961125,13.499,9.898,5.233,2.853,1.496,1.559,-2.03,-2.279,-1.503,-1.191,-0.764,-0.927
19961126,2.994,5.26,5.24,4.206,5.127,5.358,-0.485,-1.271,-1.586,-1.764,-2.643,-3.215
19961127,-2.914,-2.004,-1.688,1.733,1.121,-0.128,0.496,0.515,0.543,-0.765,-0.61,0.081
19961129,-1.22,0.428,1.754,-1.051,-0.64,1.635,0.207,-0.109,-0.559,0.474,0.353,-1.038
19961202,-3.104,0.5,1.707,2.072,1.886,0.881,0.532,-0.13,-0.557,-0.927,-1.035,-0.558
19961203,7.805,0.308,-1.782,0.938,1.174,0.858,-1.381,-0.083,0.602,-0.432,-0.661,-0.56
19961204,-5.893,-4.872,-3.626,-1.578,-1.296,-1.644,1.077,1.336,1.241,0.767,0.752,1.096
19961205,-0.719,0.412,1.114,-0.543,-0.283,-0.775,0.126,-0.109,-0.371,0.262,0.163,0.511
19961206,-1.851,0,-0.632,-1.25,-0.728,-0.305,0.331,0,0.214,0.602,0.419,0.2
19961209,-0.496,-0.675,-0.928,1.51,2.207,1.06,0.091,0.185,0.317,-0.725,-1.294,-0.7
19961210,-1.591,-0.325,-0.493,-1,-0.877,-0.422,0.271,0.083,0.159,0.465,0.5,0.278
19961211,7.619,4.021,3.482,-1.589,-0.846,-1.323,-1.338,-1.065,-1.138,0.76,0.482,0.87
19961212,5.052,-0.267,2.457,0.298,-0.783,0.869,-0.981,0.076,-0.851,-0.142,0.456,-0.571
19961213,-0.572,1.169,1.292,1.047,0.077,-1.26,0.116,-0.343,-0.465,-0.514,-0.045,0.87
19961216,-4.18,-1.309,2.212,2.243,1.351,4.177,0.867,0.392,-0.793,-1.115,-0.798,-2.855
19961217,-4.348,-2.876,-1.895,-0.377,1.214,-3.093,0.959,0.884,0.718,0.196,-0.738,2.238
19961218,-6.586,-4.849,-2.906,-2.826,-1.574,-2.204,1.375,1.449,1.079,1.449,0.964,1.536
19961219,11.591,5.642,5.776,2.788,0.747,1.566,-2.179,-1.556,-2.008,-1.382,-0.448,-1.061
19961220,0.949,1.718,1.83,2.238,1.764,4.236,-0.177,-0.465,-0.624,-1.084,-1.007,-2.766
19961223,-0.368,-3.871,-0.376,-0.353,-1.729,-2.805,0.067,1.068,0.125,0.167,1.002,1.903
19961224,-1.454,0.305,-1.15,0.702,1.109,-0.491,0.275,-0.084,0.394,-0.346,-0.636,0.326
19961226,-0.013,-1.569,-1.28,-1.181,0.044,0.806,0.002,0.416,0.423,0.557,-0.026,-0.53
19961227,1.824,2.301,2.431,0.32,-0.181,-0.55,-0.324,-0.605,-0.783,-0.149,0.105,0.363
19961230,-2.508,-3.876,-2.609,-0.734,-0.773,0.136,0.46,1.05,0.864,0.343,0.445,-0.089
19961231,7.463,4.745,3.029,2.082,0.225,-0.122,-1.395,-1.275,-1.004,-0.978,-0.129,0.081
19970102,-5.921,-2.332,-0.669,-1.272,-0.119,-0.869,1.204,0.681,0.235,0.63,0.071,0.585
19970103,4.471,1.757,-0.068,1.569,0.361,-0.621,-0.89,-0.512,0.024,-0.775,-0.218,0.417
19970106,-0.115,1.018,-0.212,-0.191,-0.905,-0.222,0.02,-0.272,0.071,0.09,0.521,0.146
19970107,3.413,1.203,1.168,0.842,0,0.138,-0.637,-0.334,-0.4,-0.408,0,-0.091
19970108,-0.462,-0.725,-0.762,-0.496,-1.254,-0.367,0.083,0.194,0.249,0.231,0.715,0.24
19970109,4.521,4.665,3.504,0.502,1.894,0.043,-0.843,-1.271,-1.181,-0.246,-1.075,-0.028
19970110,1.108,1.198,0.748,0.917,1.119,1.715,-0.215,-0.337,-0.252,-0.432,-0.642,-1.121
19970113,-4.783,-0.618,-0.36,-0.762,-0.821,0.427,0.893,0.17,0.12,0.361,0.475,-0.282
19970114,5.163,2.145,1.203,0.943,2.179,1.824,-1.092,-0.607,-0.407,-0.447,-1.256,-1.215
19970115,0.028,-1.712,-0.972,0.64,-0.158,-1.312,-0.006,0.473,0.323,-0.303,0.091,0.848
19970116,-0.942,1.659,1.495,1.021,2.038,2.862,0.193,-0.461,-0.5,-0.489,-1.175,-1.837
19970117,-3.437,-2.334,-1.644,-0.687,-0.908,-1.237,0.699,0.655,0.553,0.325,0.518,0.812
19970120,-3.893,-4.16,-2.678,-0.518,-0.353,0.065,0.741,1.129,0.87,0.238,0.198,-0.042
19970121,-2.415,1.504,1.68,-0.458,0.339,0.492,0.46,-0.402,-0.558,0.211,-0.19,-0.317
19970122,-3.299,-2.05,-0.642,0.156,-0.127,0.506,0.6,0.548,0.209,-0.071,0.071,-0.326
19970123,3.62,0.69,-1.843,-0.623,-1.018,-1.023,-0.636,-0.176,0.595,0.278,0.556,0.646
19970124,0.07,-1.762,5.056,3.073,0.953,-1.6,-0.013,0.465,-1.634,-1.396,-0.527,1.023
19970127,1.348,-2.041,-0.237,0.548,0.617,1.564,-0.255,0.579,0.081,-0.256,-0.349,-0.993
19970128,5.378,1.745,1.992,3.364,0.99,0.179,-1.101,-0.5,-0.694,-1.592,-0.565,-0.117
19970129,1.859,1.26,1.688,1.736,1.416,1.024,-0.382,-0.368,-0.586,-0.829,-0.817,-0.67
19970130,1.482,1.31,1.25,0.749,0.704,1.159,-0.303,-0.377,-0.435,-0.353,-0.401,-0.754
19970131,-2.988,-0.041,0.741,0.162,1.683,1.672,0.581,0.011,-0.25,-0.076,-0.953,-1.085
19970203,-1.677,-0.346,0.208,0.21,-0.691,-0.327,0.321,0.097,-0.071,-0.098,0.398,0.216
19970204,-2.849,-1.395,-0.567,-0.17,0.139,0.558,0.556,0.397,0.195,0.079,-0.078,-0.359
19970205,5.117,3.367,2.103,1.788,1.338,0.32,-0.976,-0.933,-0.713,-0.833,-0.75,-0.207
19970206,-4.528,-0.659,-0.114,-0.32,0.929,1.07,0.924,0.195,0.041,0.155,-0.539,-0.705
19970207,3.145,2.099,2.476,1.454,0.612,0.676,-0.618,-0.612,-0.877,-0.703,-0.358,-0.45
19970210,1.277,-0.424,-0.462,-0.026,0.624,0.855,-0.237,0.119,0.158,0.012,-0.353,-0.552
19970211,-1.324,0.136,0.279,0.752,1.322,1.143,0.267,-0.04,-0.099,-0.364,-0.773,-0.759
19970212,6.667,3.44,3.034,2.592,2.181,1.706,-1.312,-0.995,-1.06,-1.246,-1.253,-1.117
19970213,2.185,2.066,2.016,1.256,1.461,1.281,-0.418,-0.581,-0.687,-0.594,-0.837,-0.831
19970214,-4.023,-2.53,-1.41,-0.561,-0.104,0.978,0.753,0.704,0.473,0.263,0.059,-0.628
19970218,-0.293,1.253,1.055,1.165,1.042,0.639,0.055,-0.345,-0.352,-0.547,-0.601,-0.42
19970219,2.282,2.443,2.031,1.554,2.761,1.847,-0.451,-0.689,-0.689,-0.74,-1.573,-1.195
19970220,1.292,-0.656,1.063,0.519,0.219,-0.008,-0.269,0.194,-0.374,-0.253,-0.129,0.005
19970221,-5.652,-2.468,-2.525,-0.91,-0.965,-0.796,1.228,0.756,0.929,0.453,0.58,0.536
19970224,-3.433,0.643,2.184,0.278,0.07,1.004,0.715,-0.194,-0.788,-0.138,-0.042,-0.672
19970225,-4.009,-2.833,-1.34,-0.059,0.647,0.472,0.799,0.829,0.474,0.029,-0.385,-0.317
19970226,8.222,5.229,5.335,3.327,2.197,1.591,-1.597,-1.495,-1.867,-1.625,-1.292,-1.059
19970227,-0.725,-1.365,-0.918,-2.087,-1.303,-0.246,0.155,0.421,0.346,1.066,0.796,0.169
19970228,-4.041,-2.624,-2.825,-1.254,-0.769,-0.763,0.876,0.82,1.08,0.643,0.472,0.532
19970303,-2.859,-1.483,-0.379,0.213,0.098,0.113,0.61,0.457,0.142,-0.109,-0.061,-0.079
19970304,-4.416,-2.423,-2.283,-1.378,-0.823,-0.818,0.943,0.747,0.86,0.706,0.503,0.567
19970305,2.354,0.175,1.348,1.031,0.461,0.765,-0.498,-0.054,-0.501,-0.526,-0.281,-0.53
19970306,1.868,1.445,0.723,-0.589,-0.114,-0.143,-0.37,-0.423,-0.263,0.294,0.069,0.098
19970307,-5.648,-0.815,-0.725,0.88,0.17,0.435,1.171,0.246,0.268,-0.446,-0.103,-0.298
19970310,-0.142,-0.43,0.851,0.985,1.317,1.346,0.028,0.128,-0.311,-0.49,-0.794,-0.921
19970311,-2.211,-1.96,-1.127,-0.345,-0.144,-0.213,0.436,0.576,0.404,0.172,0.086,0.145
19970312,-1.115,0.038,0.216,-0.12,-1.568,-1.103,0.22,-0.011,-0.077,0.06,0.968,0.766
19970313,4.209,1.302,0.115,0.262,-1.343,-0.936,-0.845,-0.389,-0.042,-0.132,0.825,0.649
19970314,-3.777,0.107,-0.547,-0.331,0.783,0.574,0.797,-0.034,0.208,0.172,-0.491,-0.408
19970317,-1.527,-2.16,-0.379,0,0.587,0.558,0.308,0.667,0.142,0,-0.364,-0.394
19970318,1.688,-1.519,-1.248,-0.619,-0.744,-0.454,-0.37,0.471,0.471,0.321,0.464,0.319
19970319,-1.847,0.513,0.608,0.75,0.142,-0.106,0.416,-0.161,-0.231,-0.391,-0.09,0.076
19970320,-2.12,-1.465,-2.377,-0.04,-0.977,-0.613,0.477,0.467,0.925,0.021,0.622,0.44
19970321,-6.921,-5.897,-7.413,-6.269,-2.672,-1.114,1.527,1.889,2.844,3.349,1.695,0.799
19970324,1.314,-0.644,2.237,1.276,0,-0.966,-0.273,0.191,-0.797,-0.638,0,0.685
19970325,-3.185,-2.669,-1.94,-0.457,0.152,0.628,0.66,0.774,0.696,0.227,-0.092,-0.436
19970326,-5.92,-2.518,-2.894,-1.805,-2.538,-1.519,1.194,0.724,1.023,0.903,1.563,1.065
19970327,21.047,9.754,7.137,1.359,0.129,3.54,-4.012,-2.706,-2.43,-0.668,-0.077,-2.444
19970331,14.112,2.832,0.288,-2.577,-2.618,-3.646,-2.879,-0.836,-0.103,1.308,1.604,2.566
19970401,-2.054,-1.424,-1.149,-1.095,-0.3,2.289,0.454,0.438,0.431,0.56,0.186,-1.611
19970402,0.975,-3.578,-2.818,-0.447,-1.007,-0.405,-0.206,1.081,1.033,0.224,0.618,0.286
19970403,-1.646,-0.965,-0.415,-1.448,-2.694,-1.446,0.354,0.287,0.149,0.737,1.673,1.036
19970404,-3.545,-2.8,-2.658,-1.183,-0.246,-0.286,0.744,0.828,0.952,0.595,0.149,0.202
19970407,-7.961,-2.79,-1.878,-1.965,-1.505,-2.417,1.555,0.778,0.641,0.952,0.894,1.664
19970408,0.55,0.845,0.705,1.14,0.929,0.563,-0.104,-0.23,-0.233,-0.541,-0.543,-0.378
19970409,-1.132,-1.439,-1.474,-0.139,0.506,0.065,0.21,0.389,0.49,0.066,-0.294,-0.044
19970410,0.441,0.408,0.092,-0.376,-0.098,0.703,-0.082,-0.11,-0.031,0.182,0.058,-0.477
19970411,21.489,6.034,2.517,0.358,0.801,0.434,-4.139,-1.68,-0.854,-0.173,-0.476,-0.298
19970414,-7.556,-3.42,-2.047,-2.063,-2.265,-0.583,1.583,0.993,0.717,1.033,1.388,0.406
19970415,8.683,4.353,2.938,1.204,0.749,1.816,-1.803,-1.227,-1.004,-0.59,-0.447,-1.252
19970416,3.476,2.228,1.717,1.201,0.725,1.135,-0.665,-0.594,-0.557,-0.565,-0.427,-0.769
19970417,0.446,1.67,1.396,0.05,-0.942,-0.157,-0.082,-0.433,-0.444,-0.023,0.55,0.106
19970418,2.742,-0.316,-0.804,-0.115,1.361,0.374,-0.513,0.084,0.261,0.054,-0.79,-0.252
19970421,-4.097,0.563,0.918,0.121,-1.039,-0.56,0.793,-0.15,-0.295,-0.056,0.609,0.378
19970422,17.225,9.44,6.288,4.079,2.598,1.339,-3.441,-2.63,-2.129,-1.945,-1.527,-0.909
19970423,1.998,1.799,3.375,3.462,2.913,1.787,-0.384,-0.507,-1.145,-1.627,-1.701,-1.202
19970424,-2.617,-0.797,-0.229,-0.406,0.059,2.012,0.533,0.231,0.081,0.198,-0.036,-1.381
19970425,-0.337,-0.406,0.62,0.246,-0.015,-0.937,0.068,0.119,-0.22,-0.121,0.009,0.661
19970428,-0.133,0.612,-0.524,-0.162,-0.44,-0.628,0.028,-0.181,0.191,0.082,0.27,0.442
19970429,24.572,11.412,8.433,6.631,5.275,5.157,-5.138,-3.366,-3.014,-3.288,-3.181,-3.592
19970430,1.369,1.441,1.859,1.538,0.867,0.528,-0.265,-0.405,-0.643,-0.742,-0.517,-0.365
19970501,-3.231,-1.862,-0.816,-0.32,-0.261,0.08,0.624,0.524,0.282,0.156,0.156,-0.055
19970502,1.659,1.017,0.433,-1.251,-1.896,-3.217,-0.319,-0.288,-0.152,0.611,1.135,2.216
19970505,32.646,16.179,10.977,9.063,7.487,6.205,-5.545,-4.206,-3.562,-4.24,-4.329,-4.07
19970506,-0.529,3.497,5.079,1.796,0.446,2.359,0.103,-0.979,-1.734,-0.869,-0.267,-1.599
19970507,4.87,0.787,0.243,-0.007,-0.752,-1.259,-0.96,-0.228,-0.086,0.003,0.455,0.877
19970508,1.442,2.718,2.255,0.677,-0.016,0.024,-0.291,-0.799,-0.811,-0.344,0.01,-0.017
19970509,-2.592,-0.526,-0.138,-0.152,0.14,1.149,0.527,0.158,0.05,0.076,-0.085,-0.803
19970512,3.72,2.758,2.883,2.264,2.306,1.246,-0.735,-0.815,-1.036,-1.125,-1.393,-0.869
19970513,1.363,-0.219,-0.099,0.555,0.828,0.109,-0.294,0.065,0.036,-0.277,-0.501,-0.075
19970514,-0.649,1.786,1.524,1.338,1.964,0.831,0.145,-0.539,-0.556,-0.681,-1.206,-0.58
19970515,-3.304,-6.153,-6.129,-3.808,-2.795,-0.474,0.738,1.9,2.278,1.965,1.747,0.333
19970516,7.476,1.062,1.226,2.758,0.525,-1.251,-1.591,-0.318,-0.435,-1.355,-0.317,0.868
19970519,-3.536,0.203,-0.593,-0.148,0.71,0.885,0.826,-0.062,0.218,0.075,-0.44,-0.622
19970520,-7.552,-3.597,-0.595,-1.621,-2.031,-2.427,1.728,1.125,0.221,0.829,1.261,1.711
19970521,-2.152,-2.292,-2.417,-0.297,-0.246,0.439,0.438,0.679,0.872,0.149,0.149,-0.299
19970522,-4.596,-1.929,-0.718,-1.383,-0.903,-0.242,0.931,0.564,0.255,0.694,0.546,0.166
19970523,-1.925,0.892,-0.247,0.62,0.362,0.409,0.386,-0.259,0.088,-0.309,-0.218,-0.282
19970527,-0.11,-1.037,-0.759,0.641,0.871,0.148,0.021,0.295,0.266,-0.312,-0.517,-0.101
19970528,-1.438,-0.29,-0.054,0.431,0.792,0.675,0.292,0.084,0.019,-0.213,-0.476,-0.46
19970529,-3.078,-1.959,-0.338,-0.073,-0.302,-0.159,0.627,0.572,0.12,0.036,0.184,0.109
19970530,0.917,-0.091,-0.13,-1.118,-0.938,0.074,-0.185,0.026,0.047,0.561,0.572,-0.051
19970602,-3.285,-0.064,0.668,0.412,0.179,0.945,0.671,0.018,-0.236,-0.204,-0.108,-0.649
19970603,-2.027,-0.873,-0.811,-0.263,0.171,-0.132,0.422,0.258,0.293,0.132,-0.104,0.093
19970604,-0.998,-0.098,0.415,0.082,-0.196,-0.211,0.207,0.029,-0.15,-0.041,0.12,0.148
19970605,1.138,0.735,0.22,0.29,0.042,0.088,-0.242,-0.223,-0.081,-0.149,-0.026,-0.062
19970606,3.405,3.213,2.973,0.74,1.281,1.443,-0.725,-0.969,-1.09,-0.375,-0.785,-1.015
19970609,-1.067,0.287,-0.041,0.424,0.685,0.451,0.213,-0.083,0.015,-0.213,-0.415,-0.312
19970610,-3.07,-0.703,0.011,0.269,-0.076,-1.219,0.631,0.208,-0.004,-0.136,0.046,0.846
19970611,-0.768,-0.96,0,0.158,-0.515,1.754,0.155,0.284,0,-0.08,0.314,-1.201
19970612,8.872,6.782,4.163,2.452,2.35,1.221,-1.788,-1.988,-1.497,-1.229,-1.416,-0.847
19970613,0.405,4.047,5.959,3.732,4.71,3.959,-0.083,-1.213,-2.163,-1.889,-2.807,-2.705
19970616,-4.542,-1.044,-0.454,0.974,0.488,-0.253,0.943,0.325,0.168,-0.506,-0.301,0.178
19970617,-2.587,-1.322,-0.958,-0.545,-0.341,1.336,0.569,0.42,0.358,0.283,0.213,-0.94
19970618,-1.839,-8.729,-2.048,-0.552,-0.775,-2.122,0.402,2.867,0.763,0.289,0.482,1.514
19970619,0.965,1.144,0.773,0.798,0.236,2.275,-0.211,-0.347,-0.285,-0.419,-0.147,-1.601
19970620,-3.819,-1.741,-0.773,0.93,2.124,3.22,0.825,0.533,0.286,-0.479,-1.313,-2.297
19970623,12.179,2.166,0.942,0.401,-1.76,-2.637,-2.568,-0.656,-0.348,-0.209,1.113,1.942
19970624,9.929,4.986,5.279,0.504,2.722,-1.834,-2.241,-1.551,-2.002,-0.267,-1.742,1.349
19970625,-0.197,-0.492,-1.027,0.628,-0.271,0.938,0.042,0.149,0.385,-0.324,0.169,-0.665
19970626,-1.08,0.176,0.613,1.107,1.391,0.318,0.237,-0.054,-0.23,-0.582,-0.875,-0.229
19970627,-4.142,-0.543,-0.121,0.52,0.316,0.097,0.919,0.172,0.047,-0.278,-0.203,-0.071
19970630,-1.516,-1.564,-1.682,-1.261,-0.43,0.82,0.327,0.489,0.639,0.677,0.276,-0.597
19970701,-0.938,-0.404,0.743,1.349,-0.53,-1.067,0.212,0.127,-0.282,-0.723,0.345,0.788
19970702,1.699,2.453,2.264,0.843,1.228,1.791,-0.368,-0.752,-0.853,-0.455,-0.778,-1.3
19970703,-4.355,-4.412,-3.778,-1.029,-0.4,-0.728,0.899,1.333,1.398,0.538,0.253,0.523
19970707,2.107,0.389,-0.276,0.344,0.733,0.864,-0.388,-0.109,0.097,-0.175,-0.448,-0.608
19970708,-0.774,-0.887,-0.843,0.044,1.021,0.448,0.159,0.26,0.304,-0.023,-0.636,-0.321
19970709,3.57,2.011,0.725,-0.465,0.046,-0.621,-0.709,-0.585,-0.26,0.239,-0.029,0.445
19970710,2.735,2.412,1.483,1.059,0.126,1.539,-0.577,-0.718,-0.54,-0.556,-0.081,-1.11
19970711,-4.437,-1.02,-0.33,-0.001,0.507,0.748,0.94,0.309,0.122,0.001,-0.322,-0.545
19970714,-1.832,0.194,0.371,0.215,-0.526,-1.894,0.38,-0.058,-0.136,-0.113,0.336,1.387
19970715,-2.739,-2.158,-0.908,0.954,1.365,3.289,0.609,0.667,0.34,-0.505,-0.868,-2.367
19970716,3.381,0.394,0.447,1.332,1.331,0.993,-0.729,-0.122,-0.167,-0.7,-0.852,-0.733
19970717,1.672,3.187,2.492,1.196,1.027,0.468,-0.367,-0.968,-0.915,-0.629,-0.658,-0.341
19970718,11.916,6.59,5.712,4.046,1.712,0.707,-2.73,-2.097,-2.172,-2.171,-1.115,-0.521
19970721,-0.363,0.436,0.553,0.305,0.35,1.826,0.087,-0.147,-0.223,-0.173,-0.236,-1.371
19970722,4.327,1.575,4.344,1.67,1.421,1.943,-1.076,-0.548,-1.813,-0.955,-0.964,-1.494
19970723,-4.115,-2.959,-1.444,-0.128,0.588,0.385,0.948,0.989,0.59,0.072,-0.394,-0.292
19970724,-3.654,-1.14,0,0.13,0.189,-0.328,0.827,0.372,0,-0.073,-0.128,0.249
19970725,-5.183,-1.192,-0.631,-0.239,-0.162,-0.088,1.117,0.385,0.253,0.133,0.108,0.066
19970728,0.857,-0.65,0.276,0.11,0.474,0.581,-0.179,0.209,-0.111,-0.061,-0.318,-0.439
19970729,-0.978,0.152,-0.36,0.679,1.324,1.465,0.217,-0.05,0.147,-0.384,-0.901,-1.12
19970730,0.324,1.318,0.887,1.393,0.778,0.87,-0.072,-0.436,-0.361,-0.786,-0.531,-0.672
19970731,-0.183,0.193,0.578,0.237,0.007,0.525,0.039,-0.063,-0.234,-0.134,-0.005,-0.403
19970801,-3.256,-0.862,-0.735,0.226,0.772,0.346,0.711,0.285,0.3,-0.128,-0.524,-0.267
19970804,-5.642,-1.478,-1.159,-1.196,-0.875,-0.146,1.221,0.49,0.477,0.685,0.604,0.113
19970805,-6.239,-4.322,-2.658,-0.803,-0.582,-0.258,1.357,1.447,1.092,0.457,0.399,0.199
19970806,-1.681,-1.794,-1.939,-1.223,-1.352,-0.966,0.347,0.579,0.778,0.69,0.92,0.745
19970807,-4.21,-3.284,-3.213,-3.282,-2.917,-2.273,0.846,1.032,1.25,1.802,1.946,1.723
19970808,10.597,4.352,3.372,3.788,4.224,3.247,-2.109,-1.352,-1.29,-2.038,-2.767,-2.431
19970811,-3.248,1.564,2.048,1.804,1.516,1.383,0.712,-0.516,-0.826,-1.015,-1.03,-1.066
19970812,1.964,-0.687,-1.273,-1.277,-1.117,-0.999,-0.481,0.233,0.527,0.734,0.772,0.781
19970813,-1.805,3.716,3.519,2.178,2.074,1.646,0.463,-1.272,-1.458,-1.253,-1.439,-1.291
19970814,-5.647,-4.446,-3.43,-1.698,-1.367,-0.765,1.457,1.603,1.487,1.006,0.974,0.613
19970815,18.269,6.496,5.092,1.889,-0.604,-0.661,-4.422,-2.25,-2.134,-1.099,0.424,0.525
19970818,-1.662,7.455,4.936,2.643,5.05,4.869,0.451,-2.671,-2.182,-1.606,-3.538,-3.862
19970819,-4.161,-5.302,-0.922,0.002,0.942,0.841,1.032,1.986,0.409,-0.002,-0.677,-0.686
19970820,1.378,2.412,-0.97,0.071,-0.533,-1.028,-0.318,-0.837,0.418,-0.042,0.382,0.835
19970821,11.55,2.107,1.005,-1.26,-1.147,0.281,-2.528,-0.713,-0.418,0.734,0.798,-0.22
19970822,1.843,4.741,1.639,2.392,2.033,2.203,-0.454,-1.664,-0.707,-1.406,-1.437,-1.749
19970825,-8.711,-5.281,-0.767,-1.025,-0.655,-0.904,2.228,1.957,0.338,0.619,0.474,0.735
19970826,4.436,1.089,-0.038,0.104,-0.977,-0.432,-1.095,-0.394,0.017,-0.063,0.708,0.351
19970827,-2.955,1.725,1.115,0.789,0.01,-0.167,0.768,-0.638,-0.509,-0.483,-0.008,0.137
19970828,1.007,0.53,0.578,-0.883,-0.61,0.046,-0.257,-0.196,-0.263,0.543,0.446,-0.038
19970829,0.039,1.946,0.73,0.638,0.966,0.649,-0.01,-0.721,-0.336,-0.396,-0.713,-0.537
19970902,13.056,4.65,3.865,3.581,3.158,2.723,-3.293,-1.759,-1.807,-2.234,-2.363,-2.281
19970903,-0.661,-0.555,-0.566,-0.458,0.232,0.228,0.166,0.202,0.255,0.282,-0.169,-0.186
19970904,-0.462,1.881,2.026,0.535,1.442,1.209,0.118,-0.688,-0.914,-0.329,-1.047,-0.987
19970905,-5.891,-2.013,-1.23,0.638,0.06,0.091,1.506,0.746,0.564,-0.394,-0.044,-0.075
19970908,-4.355,-2.287,-1.55,-1.335,0.126,0.151,1.076,0.84,0.706,0.833,-0.093,-0.125
19970909,-4.865,-2.081,-0.253,-0.151,-0.022,-0.29,1.223,0.765,0.115,0.094,0.016,0.239
19970910,1.76,-0.944,-1.816,-0.973,-0.242,-0.053,-0.43,0.342,0.827,0.602,0.178,0.043
19970911,2.147,1.181,0.797,-0.527,0.111,-0.06,-0.536,-0.433,-0.363,0.331,-0.082,0.05
19970912,2.021,1.363,1.444,1.295,-0.236,0.466,-0.528,-0.522,-0.675,-0.816,0.178,-0.39
19970915,-4.433,-2.022,-1.544,0.21,-0.232,-0.131,1.1,0.744,0.71,-0.13,0.172,0.108
19970916,5.889,3.889,3.313,2.789,4.372,3.483,-1.571,-1.454,-1.543,-1.758,-3.261,-2.903
19970917,0.874,-0.511,-1.621,-1.163,-0.895,0.061,-0.211,0.185,0.736,0.729,0.663,-0.05
19970918,-4.533,-2.464,-0.955,0.09,0.705,-0.072,1.127,0.899,0.431,-0.056,-0.52,0.06
19970919,-5.621,-0.768,-1.006,-1.16,-0.804,-0.12,1.35,0.275,0.45,0.723,0.595,0.099
19970922,-3.934,-3.447,-0.595,-0.107,0.628,0.52,0.877,1.216,0.263,0.066,-0.46,-0.427
19970923,-2.457,-2.98,-3.801,-1.247,-0.299,-1.071,0.542,1.047,1.671,0.766,0.22,0.896
19970924,-4.6,-2.625,-1.23,-0.956,-2.41,-0.619,1.028,0.905,0.525,0.583,1.781,0.514
19970925,-0.417,-3.084,-0.846,-1.435,-0.05,-0.853,0.093,1.068,0.364,0.876,0.036,0.705
19970926,-1.289,0.007,-1.15,-0.036,-0.478,-0.611,0.293,-0.002,0.498,0.022,0.351,0.507
19970929,-0.301,-0.112,0.108,-1.607,-0.722,1.13,0.066,0.038,-0.046,0.966,0.524,-0.926
19970930,-0.222,-1.075,-0.608,-0.369,-0.66,-1.387,0.049,0.361,0.255,0.218,0.473,1.13
19971001,-0.334,-0.221,-1.324,-0.367,0.828,0.905,0.075,0.075,0.562,0.218,-0.594,-0.733
