year-to-month,approx.1m,approx.2m,approx.3m,approx.6m,approx.12m
2021-02,0.004604957238684768,0.004821392250246687,0.005032293865932392,0.0047250705755135895,0.005021589712051762
2021-03,0.006671703229876808,0.005363832832311555,0.005372017857113573,0.005216449013246182,0.005469065159398507
2021-04,0.003663087938614102,0.004434158434923795,0.004757426859089674,0.0048774530040166155,0.005437362756460969
2021-05,0.003891157104797726,0.003760560137948215,0.004430385979958757,0.0048634475677485365,0.005242475780474312
2021-06,0.004497720730339598,0.004875092840282598,0.004694931837898746,0.004949683090350613,0.005092784748044661
2021-07,0.004959690400747285,0.004920898996786698,0.004819199849984656,0.005058596572185299,0.004954162893258852
2021-08,0.004340098001838711,0.004816447539030128,0.004937709154233372,0.005270692802849797,0.004910058942759526
2021-09,0.004223375605253626,0.0042196992029242385,0.004879216998639656,0.0049348967729159615,0.004698453383069495
2021-10,0.00356679185776156,0.004748711384702406,0.005678050368166306,0.005204450047104344,0.00515590455907412
2021-11,0.005114453463719933,0.005997612420138812,0.005411042225111489,0.005533833771467604,0.006031157239394475
2021-12,0.005119904797231413,0.006168541365010811,0.0058273514436493765,0.00600295860564355,0.006831829182394911
2022-01,0.005191258949726241,0.004818860817964907,0.005158609016679618,0.006047330581253178,0.008046397917021804
2022-02,0.0059053110937333985,0.005322325310143762,0.006563561580137415,0.008733835297609821,0.012202630599811484
2022-03,0.006243545269812207,0.006712398981005266,0.007574025074357537,0.010841344136742571,0.015000646171951758
2022-04,0.007732986070513563,0.008926783132698,0.011652793759944992,0.015866735296607058,0.022084925114919933
2022-05,0.011579093230835807,0.012479710757183887,0.015567554548392124,0.019917942999486377,0.02488016583763173
2022-06,0.013468352946623597,0.018331396195981217,0.0206890777787149,0.024826751436769375,0.031551482118119735
2022-07,0.020217023500957425,0.023063252175825787,0.02659504913165947,0.0310612749639665,0.033511183624497176
2022-08,0.024554587336153857,0.02786522908884659,0.03071064197903728,0.034532803442752336,0.036379572992790904
