date,factor,long_maturity,short_maturity,spread,spread_label
2011-03-22,gamma1,12m,6m,-0.0011882126850610922,gamma1__12m__6m
2011-03-23,gamma1,6m,1m,-0.01160593474614121,gamma1__6m__1m
2011-03-23,gamma1,12m,1m,-0.010138581238889173,gamma1__12m__1m
2011-03-23,gamma1,12m,6m,0.0014673535072520366,gamma1__12m__6m
2011-03-24,gamma1,6m,1m,-0.010270478228902369,gamma1__6m__1m
2011-03-24,gamma1,12m,1m,-0.009461387616203694,gamma1__12m__1m
2011-03-24,gamma1,12m,6m,0.0008090906126986749,gamma1__12m__6m
2011-03-25,gamma1,6m,1m,-0.004722229842232535,gamma1__6m__1m
2011-03-25,gamma1,12m,1m,-0.014067830626691272,gamma1__12m__1m
2011-03-25,gamma1,12m,6m,-0.009345600784458737,gamma1__12m__6m
2011-03-28,gamma1,6m,1m,-0.008509864271059812,gamma1__6m__1m
2011-03-28,gamma1,12m,1m,-0.016853378326509898,gamma1__12m__1m
2011-03-28,gamma1,12m,6m,-0.008343514055450085,gamma1__12m__6m
2011-03-29,gamma1,6m,1m,-0.006040043199357789,gamma1__6m__1m
2011-03-29,gamma1,12m,1m,-0.015997254432203123,gamma1__12m__1m
2011-03-29,gamma1,12m,6m,-0.009957211232845334,gamma1__12m__6m
2011-03-30,gamma1,6m,1m,-0.007752763197076441,gamma1__6m__1m
2011-03-30,gamma1,12m,1m,-0.015396647890265125,gamma1__12m__1m
2011-03-30,gamma1,12m,6m,-0.007643884693188684,gamma1__12m__6m
2011-03-31,gamma1,6m,1m,-0.005607303940637853,gamma1__6m__1m
2011-03-31,gamma1,12m,1m,-0.01088166931962628,gamma1__12m__1m
2011-03-31,gamma1,12m,6m,-0.005274365378988427,gamma1__12m__6m
2011-04-01,gamma1,6m,1m,-0.002256162392866759,gamma1__6m__1m
2011-04-01,gamma1,12m,1m,-0.0100021045980054,gamma1__12m__1m
2011-04-01,gamma1,12m,6m,-0.007745942205138641,gamma1__12m__6m
2011-04-04,gamma1,6m,1m,-0.002292532027407028,gamma1__6m__1m
2011-04-04,gamma1,12m,1m,-0.00993659152096961,gamma1__12m__1m
2011-04-04,gamma1,12m,6m,-0.007644059493562581,gamma1__12m__6m
2011-04-05,gamma1,6m,1m,-0.0021841415388972746,gamma1__6m__1m
2011-04-05,gamma1,12m,1m,-0.008882664596233478,gamma1__12m__1m
2011-04-05,gamma1,12m,6m,-0.006698523057336203,gamma1__12m__6m
2011-04-06,gamma1,6m,1m,-0.00591110897540887,gamma1__6m__1m
2011-04-06,gamma1,12m,1m,-0.012594024616790406,gamma1__12m__1m
2011-04-06,gamma1,12m,6m,-0.006682915641381536,gamma1__12m__6m
2011-04-07,gamma1,6m,1m,-0.00534323741068661,gamma1__6m__1m
2011-04-07,gamma1,12m,1m,-0.0119125476178484,gamma1__12m__1m
2011-04-07,gamma1,12m,6m,-0.0065693102071617895,gamma1__12m__6m
2011-04-08,gamma1,6m,1m,-0.0050246461975381185,gamma1__6m__1m
2011-04-08,gamma1,12m,1m,-0.01138544660744592,gamma1__12m__1m
2011-04-08,gamma1,12m,6m,-0.006360800409907802,gamma1__12m__6m
2011-04-11,gamma1,12m,6m,-0.006483636392963871,gamma1__12m__6m
2011-04-12,gamma1,12m,6m,-0.006715109975143199,gamma1__12m__6m
2011-04-13,gamma1,12m,6m,-0.007731116517923131,gamma1__12m__6m
2011-04-14,gamma1,6m,1m,-0.002358055864429144,gamma1__6m__1m
2011-04-14,gamma1,12m,1m,-0.009255090758414027,gamma1__12m__1m
2011-04-14,gamma1,12m,6m,-0.0068970348939848825,gamma1__12m__6m
2011-04-15,gamma1,12m,6m,-0.006364206384611805,gamma1__12m__6m
2011-04-18,gamma1,12m,6m,-0.00767542228305193,gamma1__12m__6m
2011-04-19,gamma1,12m,6m,-0.005366015869577238,gamma1__12m__6m
2011-04-20,gamma1,6m,1m,-0.005458868798668921,gamma1__6m__1m
2011-04-20,gamma1,12m,1m,-0.011788758549167513,gamma1__12m__1m
2011-04-20,gamma1,12m,6m,-0.006329889750498592,gamma1__12m__6m
2011-04-21,gamma1,6m,1m,-0.003578064821781149,gamma1__6m__1m
2011-04-21,gamma1,12m,1m,-0.009440623625675416,gamma1__12m__1m
2011-04-21,gamma1,12m,6m,-0.0058625588038942675,gamma1__12m__6m
2011-04-25,gamma1,6m,1m,-0.005938583289228236,gamma1__6m__1m
2011-04-25,gamma1,12m,1m,-0.012414340964790688,gamma1__12m__1m
2011-04-25,gamma1,12m,6m,-0.006475757675562452,gamma1__12m__6m
2011-04-26,gamma1,6m,1m,-0.006351043559790617,gamma1__6m__1m
2011-04-26,gamma1,12m,1m,-0.012783241806919504,gamma1__12m__1m
2011-04-26,gamma1,12m,6m,-0.006432198247128887,gamma1__12m__6m
2011-04-27,gamma1,6m,1m,-0.005774588406438873,gamma1__6m__1m
2011-04-27,gamma1,12m,1m,-0.01260838929985638,gamma1__12m__1m
2011-04-27,gamma1,12m,6m,-0.006833800893417508,gamma1__12m__6m
2011-04-28,gamma1,6m,1m,-0.008763442977043526,gamma1__6m__1m
2011-04-28,gamma1,12m,1m,-0.015469290577941941,gamma1__12m__1m
2011-04-28,gamma1,12m,6m,-0.006705847600898415,gamma1__12m__6m
2011-04-29,gamma1,6m,1m,-0.006878080444803411,gamma1__6m__1m
2011-04-29,gamma1,12m,1m,-0.010583251792993603,gamma1__12m__1m
2011-04-29,gamma1,12m,6m,-0.003705171348190192,gamma1__12m__6m
2011-05-02,gamma1,6m,1m,-0.007302233507238215,gamma1__6m__1m
2011-05-02,gamma1,12m,1m,-0.014214681190865622,gamma1__12m__1m
2011-05-02,gamma1,12m,6m,-0.006912447683627407,gamma1__12m__6m
2011-05-03,gamma1,6m,1m,-0.0028050224475159383,gamma1__6m__1m
2011-05-03,gamma1,12m,1m,-0.009705506478802431,gamma1__12m__1m
2011-05-03,gamma1,12m,6m,-0.006900484031286493,gamma1__12m__6m
2011-05-04,gamma1,6m,1m,-0.0043575797402219535,gamma1__6m__1m
2011-05-04,gamma1,12m,1m,-0.011463500954873793,gamma1__12m__1m
2011-05-04,gamma1,12m,6m,-0.007105921214651839,gamma1__12m__6m
2011-05-05,gamma1,6m,1m,-0.002098535930404266,gamma1__6m__1m
2011-05-05,gamma1,12m,1m,-0.010066005643378659,gamma1__12m__1m
2011-05-05,gamma1,12m,6m,-0.007967469712974393,gamma1__12m__6m
2011-05-06,gamma1,6m,1m,0.0010597597771044784,gamma1__6m__1m
2011-05-06,gamma1,12m,1m,-0.006027945121407037,gamma1__12m__1m
2011-05-06,gamma1,12m,6m,-0.007087704898511515,gamma1__12m__6m
2011-05-09,gamma1,6m,1m,-0.0017444563569310664,gamma1__6m__1m
2011-05-09,gamma1,12m,1m,-0.007861103323019557,gamma1__12m__1m
2011-05-09,gamma1,12m,6m,-0.00611664696608849,gamma1__12m__6m
2011-05-10,gamma1,6m,1m,-0.002879104401288239,gamma1__6m__1m
2011-05-10,gamma1,12m,1m,-0.00986959446800166,gamma1__12m__1m
2011-05-10,gamma1,12m,6m,-0.0069904900667134215,gamma1__12m__6m
2011-05-11,gamma1,6m,1m,-0.003742239684349835,gamma1__6m__1m
2011-05-11,gamma1,12m,1m,-0.011506884525915723,gamma1__12m__1m
2011-05-11,gamma1,12m,6m,-0.0077646448415658875,gamma1__12m__6m
2011-05-12,gamma1,6m,1m,-0.004028096884684154,gamma1__6m__1m
2011-05-12,gamma1,12m,1m,-0.011693454932071114,gamma1__12m__1m
2011-05-12,gamma1,12m,6m,-0.0076653580473869595,gamma1__12m__6m
2011-05-13,gamma1,6m,1m,-0.004454489440506068,gamma1__6m__1m
2011-05-13,gamma1,12m,1m,-0.012344775511961129,gamma1__12m__1m
2011-05-13,gamma1,12m,6m,-0.00789028607145506,gamma1__12m__6m
2011-05-16,gamma1,12m,6m,-0.008841440501089641,gamma1__12m__6m
2011-05-17,gamma1,12m,6m,-0.008243766666694657,gamma1__12m__6m
2011-05-18,gamma1,6m,1m,-0.0033291340797817343,gamma1__6m__1m
2011-05-18,gamma1,12m,1m,-0.009775119279163066,gamma1__12m__1m
2011-05-18,gamma1,12m,6m,-0.006445985199381332,gamma1__12m__6m
2011-05-19,gamma1,6m,1m,-0.0008418540590119303,gamma1__6m__1m
2011-05-19,gamma1,12m,1m,-0.006464749962005377,gamma1__12m__1m
2011-05-19,gamma1,12m,6m,-0.005622895902993447,gamma1__12m__6m
2011-05-20,gamma1,6m,1m,0.002529105633446778,gamma1__6m__1m
2011-05-20,gamma1,12m,1m,-0.0010094793466799493,gamma1__12m__1m
2011-05-20,gamma1,12m,6m,-0.003538584980126727,gamma1__12m__6m
2011-05-23,gamma1,6m,1m,-0.007406024877739684,gamma1__6m__1m
2011-05-23,gamma1,12m,1m,-0.01427093191316426,gamma1__12m__1m
2011-05-23,gamma1,12m,6m,-0.006864907035424576,gamma1__12m__6m
2011-05-24,gamma1,6m,1m,-0.005498584229801387,gamma1__6m__1m
2011-05-24,gamma1,12m,1m,-0.011361100757700762,gamma1__12m__1m
2011-05-24,gamma1,12m,6m,-0.005862516527899375,gamma1__12m__6m
2011-05-25,gamma1,6m,1m,-0.009280433250487066,gamma1__6m__1m
2011-05-25,gamma1,12m,1m,-0.013014024776566234,gamma1__12m__1m
2011-05-25,gamma1,12m,6m,-0.0037335915260791677,gamma1__12m__6m
2011-05-26,gamma1,6m,1m,-0.006857667121744959,gamma1__6m__1m
2011-05-26,gamma1,12m,1m,-0.013608297497016468,gamma1__12m__1m
2011-05-26,gamma1,12m,6m,-0.006750630375271509,gamma1__12m__6m
2011-05-27,gamma1,6m,1m,-0.006083446124256105,gamma1__6m__1m
2011-05-27,gamma1,12m,1m,-0.011505564840739113,gamma1__12m__1m
2011-05-27,gamma1,12m,6m,-0.005422118716483008,gamma1__12m__6m
2011-05-31,gamma1,6m,1m,-0.0069434942087488564,gamma1__6m__1m
2011-05-31,gamma1,12m,1m,-0.01341139499883429,gamma1__12m__1m
2011-05-31,gamma1,12m,6m,-0.006467900790085433,gamma1__12m__6m
2011-06-01,gamma1,6m,1m,-0.0061517091483402064,gamma1__6m__1m
2011-06-01,gamma1,12m,1m,-0.01870919204981799,gamma1__12m__1m
2011-06-01,gamma1,12m,6m,-0.012557482901477783,gamma1__12m__6m
2011-06-02,gamma1,6m,1m,-0.0029040465192033196,gamma1__6m__1m
2011-06-02,gamma1,12m,1m,-0.018520833952351212,gamma1__12m__1m
2011-06-02,gamma1,12m,6m,-0.015616787433147893,gamma1__12m__6m
2011-06-03,gamma1,6m,1m,-0.008207430044995481,gamma1__6m__1m
2011-06-03,gamma1,12m,1m,-0.018957046998185748,gamma1__12m__1m
2011-06-03,gamma1,12m,6m,-0.010749616953190266,gamma1__12m__6m
2011-06-06,gamma1,6m,1m,-0.01714078063394589,gamma1__6m__1m
2011-06-06,gamma1,12m,1m,-0.006137956733663491,gamma1__12m__1m
2011-06-06,gamma1,12m,6m,0.011002823900282399,gamma1__12m__6m
2011-06-07,gamma1,6m,1m,-0.012841905674887112,gamma1__6m__1m
2011-06-07,gamma1,12m,1m,-0.00845292653425412,gamma1__12m__1m
2011-06-07,gamma1,12m,6m,0.0043889791406329925,gamma1__12m__6m
2011-06-08,gamma1,6m,1m,-0.023494458107104155,gamma1__6m__1m
2011-06-08,gamma1,12m,1m,-0.023611927294934658,gamma1__12m__1m
2011-06-08,gamma1,12m,6m,-0.00011746918783050314,gamma1__12m__6m
2011-06-09,gamma1,6m,1m,-0.011978568360834083,gamma1__6m__1m
2011-06-09,gamma1,12m,1m,-0.018392730073491428,gamma1__12m__1m
2011-06-09,gamma1,12m,6m,-0.006414161712657344,gamma1__12m__6m
2011-06-10,gamma1,6m,1m,-0.016061116504400043,gamma1__6m__1m
2011-06-10,gamma1,12m,1m,-0.021118408255459117,gamma1__12m__1m
2011-06-10,gamma1,12m,6m,-0.0050572917510590745,gamma1__12m__6m
2011-06-13,gamma1,6m,1m,-0.01569078427762368,gamma1__6m__1m
2011-06-13,gamma1,12m,1m,-0.018263224698531547,gamma1__12m__1m
2011-06-13,gamma1,12m,6m,-0.0025724404209078663,gamma1__12m__6m
2011-06-14,gamma1,6m,1m,-0.008476646629282332,gamma1__6m__1m
2011-06-14,gamma1,12m,1m,-0.01714573422435501,gamma1__12m__1m
2011-06-14,gamma1,12m,6m,-0.008669087595072678,gamma1__12m__6m
2011-06-15,gamma1,6m,1m,0.007332333037454952,gamma1__6m__1m
2011-06-15,gamma1,12m,1m,-0.00696992287840377,gamma1__12m__1m
2011-06-15,gamma1,12m,6m,-0.014302255915858722,gamma1__12m__6m
2011-06-16,gamma1,6m,1m,-0.0016023752337132047,gamma1__6m__1m
2011-06-16,gamma1,12m,1m,-0.011909368739999163,gamma1__12m__1m
2011-06-16,gamma1,12m,6m,-0.010306993506285958,gamma1__12m__6m
2011-06-17,gamma1,6m,1m,-0.015903860608605602,gamma1__6m__1m
2011-06-17,gamma1,12m,1m,-0.014585205632091043,gamma1__12m__1m
2011-06-17,gamma1,12m,6m,0.0013186549765145592,gamma1__12m__6m
2011-06-20,gamma1,6m,1m,-0.013693385079809044,gamma1__6m__1m
2011-06-20,gamma1,12m,1m,-0.013430310538983817,gamma1__12m__1m
2011-06-20,gamma1,12m,6m,0.0002630745408252269,gamma1__12m__6m
2011-06-21,gamma1,6m,1m,-0.012032267836159537,gamma1__6m__1m
2011-06-21,gamma1,12m,1m,-0.0113760790478514,gamma1__12m__1m
2011-06-21,gamma1,12m,6m,0.000656188788308136,gamma1__12m__6m
2011-06-22,gamma1,6m,1m,-0.00709398911075242,gamma1__6m__1m
2011-06-22,gamma1,12m,1m,-0.010827113294923887,gamma1__12m__1m
2011-06-22,gamma1,12m,6m,-0.003733124184171467,gamma1__12m__6m
2011-06-23,gamma1,6m,1m,-0.0069123943094291165,gamma1__6m__1m
2011-06-23,gamma1,12m,1m,-0.00676384444914134,gamma1__12m__1m
2011-06-23,gamma1,12m,6m,0.00014854986028777634,gamma1__12m__6m
2011-06-24,gamma1,6m,1m,-0.01451949721648866,gamma1__6m__1m
2011-06-24,gamma1,12m,1m,-0.014911180297876137,gamma1__12m__1m
2011-06-24,gamma1,12m,6m,-0.00039168308138747693,gamma1__12m__6m
2011-06-27,gamma1,6m,1m,-0.0054531405337085725,gamma1__6m__1m
2011-06-27,gamma1,12m,1m,-0.00488830791750481,gamma1__12m__1m
2011-06-27,gamma1,12m,6m,0.0005648326162037628,gamma1__12m__6m
2011-06-28,gamma1,6m,1m,-0.003637341547536463,gamma1__6m__1m
2011-06-28,gamma1,12m,1m,-0.0010073192619249605,gamma1__12m__1m
2011-06-28,gamma1,12m,6m,0.0026300222856115024,gamma1__12m__6m
2011-06-29,gamma1,6m,1m,-0.00605033756129892,gamma1__6m__1m
2011-06-29,gamma1,12m,1m,-0.005018590194001582,gamma1__12m__1m
2011-06-29,gamma1,12m,6m,0.001031747367297338,gamma1__12m__6m
2011-06-30,gamma1,6m,1m,-0.013081697646866702,gamma1__6m__1m
2011-06-30,gamma1,12m,1m,-0.008426819300419233,gamma1__12m__1m
2011-06-30,gamma1,12m,6m,0.004654878346447469,gamma1__12m__6m
2011-07-01,gamma1,6m,1m,-0.01665392420850577,gamma1__6m__1m
2011-07-01,gamma1,12m,1m,-0.015264899163342137,gamma1__12m__1m
2011-07-01,gamma1,12m,6m,0.0013890250451636318,gamma1__12m__6m
2011-07-05,gamma1,6m,1m,-0.01010791869187114,gamma1__6m__1m
2011-07-05,gamma1,12m,1m,-0.008441586468962568,gamma1__12m__1m
2011-07-05,gamma1,12m,6m,0.001666332222908573,gamma1__12m__6m
2011-07-06,gamma1,6m,1m,-0.007332840581803404,gamma1__6m__1m
2011-07-06,gamma1,12m,1m,-0.005263992445776376,gamma1__12m__1m
2011-07-06,gamma1,12m,6m,0.002068848136027028,gamma1__12m__6m
2011-07-07,gamma1,6m,1m,-0.015495112875385006,gamma1__6m__1m
2011-07-07,gamma1,12m,1m,-0.012462806190362025,gamma1__12m__1m
2011-07-07,gamma1,12m,6m,0.0030323066850229813,gamma1__12m__6m
2011-07-08,gamma1,6m,1m,-0.012125198496024805,gamma1__6m__1m
2011-07-08,gamma1,12m,1m,-0.012175068171053242,gamma1__12m__1m
2011-07-08,gamma1,12m,6m,-4.986967502843692e-05,gamma1__12m__6m
2011-07-11,gamma1,12m,6m,-0.0019212531816614198,gamma1__12m__6m
2011-07-12,gamma1,12m,6m,0.0008245156790767927,gamma1__12m__6m
2011-07-13,gamma1,12m,6m,0.0005588314114392187,gamma1__12m__6m
2011-07-14,gamma1,6m,1m,-0.0059315771085784175,gamma1__6m__1m
2011-07-14,gamma1,12m,1m,-0.005973894627103585,gamma1__12m__1m
2011-07-14,gamma1,12m,6m,-4.23175185251673e-05,gamma1__12m__6m
2011-07-15,gamma1,6m,1m,0.00922755175087965,gamma1__6m__1m
2011-07-15,gamma1,12m,1m,-0.0016607500066313508,gamma1__12m__1m
2011-07-15,gamma1,12m,6m,-0.011220223345349237,gamma1__12m__6m
2011-07-18,gamma1,12m,6m,-0.0037162758697126194,gamma1__12m__6m
2011-07-19,gamma1,12m,6m,0.0013538614538789462,gamma1__12m__6m
2011-07-20,gamma1,6m,1m,-0.0058580966926543784,gamma1__6m__1m
2011-07-20,gamma1,12m,1m,-0.004800476158875112,gamma1__12m__1m
2011-07-20,gamma1,12m,6m,0.001057620533779266,gamma1__12m__6m
2011-07-21,gamma1,6m,1m,-0.008011509279006318,gamma1__6m__1m
2011-07-21,gamma1,12m,1m,-0.009543006470574503,gamma1__12m__1m
2011-07-21,gamma1,12m,6m,-0.0015314971915681846,gamma1__12m__6m
2011-07-22,gamma1,6m,1m,-0.00928161352681698,gamma1__6m__1m
2011-07-22,gamma1,12m,1m,-0.009182845749291853,gamma1__12m__1m
2011-07-22,gamma1,12m,6m,9.876777752512722e-05,gamma1__12m__6m
2011-07-25,gamma1,6m,1m,-0.006653696659485515,gamma1__6m__1m
2011-07-25,gamma1,12m,1m,-0.010746201849957802,gamma1__12m__1m
2011-07-25,gamma1,12m,6m,-0.004092505190472287,gamma1__12m__6m
2011-07-26,gamma1,6m,1m,-0.0070884766450919,gamma1__6m__1m
2011-07-26,gamma1,12m,1m,-0.009166889697351605,gamma1__12m__1m
2011-07-26,gamma1,12m,6m,-0.0020784130522597047,gamma1__12m__6m
2011-07-27,gamma1,6m,1m,-0.005554426810504484,gamma1__6m__1m
2011-07-27,gamma1,12m,1m,-0.008722206541135098,gamma1__12m__1m
2011-07-27,gamma1,12m,6m,-0.003167779730630614,gamma1__12m__6m
2011-07-28,gamma1,6m,1m,-0.002582296028388144,gamma1__6m__1m
2011-07-28,gamma1,12m,1m,-0.005312214660642418,gamma1__12m__1m
2011-07-28,gamma1,12m,6m,-0.0027299186322542746,gamma1__12m__6m
2011-07-29,gamma1,6m,1m,-0.004279544772681561,gamma1__6m__1m
2011-07-29,gamma1,12m,1m,-0.006080928283896926,gamma1__12m__1m
2011-07-29,gamma1,12m,6m,-0.0018013835112153653,gamma1__12m__6m
2011-08-01,gamma1,6m,1m,-0.011522947017617795,gamma1__6m__1m
2011-08-01,gamma1,12m,1m,-0.013529851777750068,gamma1__12m__1m
2011-08-01,gamma1,12m,6m,-0.0020069047601322734,gamma1__12m__6m
2011-08-02,gamma1,6m,1m,-0.01578358160659099,gamma1__6m__1m
2011-08-02,gamma1,12m,1m,-0.018141921555117957,gamma1__12m__1m
2011-08-02,gamma1,12m,6m,-0.0023583399485269663,gamma1__12m__6m
2011-08-03,gamma1,6m,1m,-0.013112540495683,gamma1__6m__1m
2011-08-03,gamma1,12m,1m,-0.01652244790950412,gamma1__12m__1m
2011-08-03,gamma1,12m,6m,-0.00340990741382112,gamma1__12m__6m
2011-08-04,gamma1,6m,1m,-0.009594183532885936,gamma1__6m__1m
2011-08-04,gamma1,12m,1m,-0.01518474746510938,gamma1__12m__1m
2011-08-04,gamma1,12m,6m,-0.005590563932223444,gamma1__12m__6m
2011-08-05,gamma1,6m,1m,-0.007237738040665492,gamma1__6m__1m
2011-08-05,gamma1,12m,1m,-0.008076317214803466,gamma1__12m__1m
2011-08-05,gamma1,12m,6m,-0.0008385791741379739,gamma1__12m__6m
2011-08-08,gamma1,6m,1m,-0.004302937285286509,gamma1__6m__1m
2011-08-08,gamma1,12m,1m,-0.006318524323314478,gamma1__12m__1m
2011-08-08,gamma1,12m,6m,-0.002015587038027969,gamma1__12m__6m
2011-08-09,gamma1,6m,1m,-0.004388148011010368,gamma1__6m__1m
2011-08-09,gamma1,12m,1m,-0.00045413605388523737,gamma1__12m__1m
2011-08-09,gamma1,12m,6m,0.00393401195712513,gamma1__12m__6m
2011-08-10,gamma1,6m,1m,-0.0060643185237198305,gamma1__6m__1m
2011-08-10,gamma1,12m,1m,-0.0014277835126324523,gamma1__12m__1m
2011-08-10,gamma1,12m,6m,0.004636535011087378,gamma1__12m__6m
2011-08-11,gamma1,6m,1m,-0.014300687587156094,gamma1__6m__1m
2011-08-11,gamma1,12m,1m,-0.013638027763618568,gamma1__12m__1m
2011-08-11,gamma1,12m,6m,0.0006626598235375258,gamma1__12m__6m
2011-08-12,gamma1,6m,1m,-0.01198954462562564,gamma1__6m__1m
2011-08-12,gamma1,12m,1m,-0.01137766501484444,gamma1__12m__1m
2011-08-12,gamma1,12m,6m,0.0006118796107811991,gamma1__12m__6m
2011-08-15,gamma1,12m,6m,-0.0026375799644755005,gamma1__12m__6m
2011-08-16,gamma1,12m,6m,-0.0018815860720163557,gamma1__12m__6m
2011-08-17,gamma1,6m,1m,-0.008269366860146538,gamma1__6m__1m
2011-08-17,gamma1,12m,1m,-0.006357373350764126,gamma1__12m__1m
2011-08-17,gamma1,12m,6m,0.001911993509382412,gamma1__12m__6m
2011-08-18,gamma1,6m,1m,-0.0009421813328805428,gamma1__6m__1m
2011-08-18,gamma1,12m,1m,0.00493933708108793,gamma1__12m__1m
2011-08-18,gamma1,12m,6m,0.005881518413968473,gamma1__12m__6m
2011-08-19,gamma1,6m,1m,-0.0009914120922051156,gamma1__6m__1m
2011-08-19,gamma1,12m,1m,0.0020348240940553236,gamma1__12m__1m
2011-08-19,gamma1,12m,6m,0.0030262361862604392,gamma1__12m__6m
2011-08-22,gamma1,6m,1m,-0.00731452043132233,gamma1__6m__1m
2011-08-22,gamma1,12m,1m,-0.004935980297222448,gamma1__12m__1m
2011-08-22,gamma1,12m,6m,0.0023785401340998824,gamma1__12m__6m
2011-08-23,gamma1,6m,1m,-0.004496658682244803,gamma1__6m__1m
2011-08-23,gamma1,12m,1m,-0.0044062895491324,gamma1__12m__1m
2011-08-23,gamma1,12m,6m,9.036913311240291e-05,gamma1__12m__6m
2011-08-24,gamma1,6m,1m,-0.005598440634922042,gamma1__6m__1m
2011-08-24,gamma1,12m,1m,-0.00830122179578327,gamma1__12m__1m
2011-08-24,gamma1,12m,6m,-0.0027027811608612284,gamma1__12m__6m
2011-08-25,gamma1,6m,1m,-0.009524730109877297,gamma1__6m__1m
2011-08-25,gamma1,12m,1m,-0.009561934252543328,gamma1__12m__1m
2011-08-25,gamma1,12m,6m,-3.720414266603078e-05,gamma1__12m__6m
2011-08-26,gamma1,6m,1m,-0.00769531429421591,gamma1__6m__1m
2011-08-26,gamma1,12m,1m,-0.009044808101977622,gamma1__12m__1m
2011-08-26,gamma1,12m,6m,-0.001349493807761712,gamma1__12m__6m
2011-08-29,gamma1,6m,1m,-0.010826894747961682,gamma1__6m__1m
2011-08-29,gamma1,12m,1m,-0.013197058653042701,gamma1__12m__1m
2011-08-29,gamma1,12m,6m,-0.0023701639050810186,gamma1__12m__6m
2011-08-30,gamma1,6m,1m,-0.014765006052344903,gamma1__6m__1m
2011-08-30,gamma1,12m,1m,-0.017635051622671385,gamma1__12m__1m
2011-08-30,gamma1,12m,6m,-0.002870045570326482,gamma1__12m__6m
2011-08-31,gamma1,6m,1m,-0.012412534596912439,gamma1__6m__1m
2011-08-31,gamma1,12m,1m,-0.013906020129969374,gamma1__12m__1m
2011-08-31,gamma1,12m,6m,-0.0014934855330569347,gamma1__12m__6m
2011-09-01,gamma1,6m,1m,-0.014659555996957188,gamma1__6m__1m
2011-09-01,gamma1,12m,1m,-0.018616151955056143,gamma1__12m__1m
2011-09-01,gamma1,12m,6m,-0.003956595958098955,gamma1__12m__6m
2011-09-02,gamma1,6m,1m,-0.017279741495646164,gamma1__6m__1m
2011-09-02,gamma1,12m,1m,-0.021735837167866923,gamma1__12m__1m
2011-09-02,gamma1,12m,6m,-0.004456095672220758,gamma1__12m__6m
2011-09-06,gamma1,6m,1m,-0.015549754784466616,gamma1__6m__1m
2011-09-06,gamma1,12m,1m,-0.01868912421691546,gamma1__12m__1m
2011-09-06,gamma1,12m,6m,-0.0031393694324488436,gamma1__12m__6m
2011-09-07,gamma1,6m,1m,-0.012667860995467572,gamma1__6m__1m
2011-09-07,gamma1,12m,1m,-0.015694160896131848,gamma1__12m__1m
2011-09-07,gamma1,12m,6m,-0.0030262999006642755,gamma1__12m__6m
2011-09-08,gamma1,6m,1m,-0.018470493172143623,gamma1__6m__1m
2011-09-08,gamma1,12m,1m,-0.022417401489403965,gamma1__12m__1m
2011-09-08,gamma1,12m,6m,-0.003946908317260342,gamma1__12m__6m
2011-09-09,gamma1,6m,1m,-0.015371249550826457,gamma1__6m__1m
2011-09-09,gamma1,12m,1m,-0.020142145268569236,gamma1__12m__1m
2011-09-09,gamma1,12m,6m,-0.004770895717742779,gamma1__12m__6m
2011-09-12,gamma1,6m,1m,-0.01729861798435814,gamma1__6m__1m
2011-09-12,gamma1,12m,1m,-0.022293544928740985,gamma1__12m__1m
2011-09-12,gamma1,12m,6m,-0.0049949269443828465,gamma1__12m__6m
2011-09-13,gamma1,6m,1m,-0.0220935499781591,gamma1__6m__1m
2011-09-13,gamma1,12m,1m,-0.028138649980513866,gamma1__12m__1m
2011-09-13,gamma1,12m,6m,-0.006045100002354767,gamma1__12m__6m
2011-09-14,gamma1,6m,1m,-0.02248172123472704,gamma1__6m__1m
2011-09-14,gamma1,12m,1m,-0.027487048420960197,gamma1__12m__1m
2011-09-14,gamma1,12m,6m,-0.005005327186233158,gamma1__12m__6m
2011-09-15,gamma1,6m,1m,-0.012601920868572244,gamma1__6m__1m
2011-09-15,gamma1,12m,1m,-0.016852875035354486,gamma1__12m__1m
2011-09-15,gamma1,12m,6m,-0.004250954166782242,gamma1__12m__6m
2011-09-16,gamma1,6m,1m,-0.006803241501844914,gamma1__6m__1m
2011-09-16,gamma1,12m,1m,-0.00910088608615929,gamma1__12m__1m
2011-09-16,gamma1,12m,6m,-0.002297644584314376,gamma1__12m__6m
2011-09-19,gamma1,6m,1m,-0.011445438897088156,gamma1__6m__1m
2011-09-19,gamma1,12m,1m,-0.01600125756853768,gamma1__12m__1m
2011-09-19,gamma1,12m,6m,-0.004555818671449524,gamma1__12m__6m
2011-09-20,gamma1,6m,1m,-0.009086759805154346,gamma1__6m__1m
2011-09-20,gamma1,12m,1m,-0.014014242896923046,gamma1__12m__1m
2011-09-20,gamma1,12m,6m,-0.0049274830917687,gamma1__12m__6m
2011-09-21,gamma1,6m,1m,-0.0062741690432286945,gamma1__6m__1m
2011-09-21,gamma1,12m,1m,-0.011752495556398734,gamma1__12m__1m
2011-09-21,gamma1,12m,6m,-0.00547832651317004,gamma1__12m__6m
2011-09-22,gamma1,6m,1m,-0.009172945750033273,gamma1__6m__1m
2011-09-22,gamma1,12m,1m,-0.01835707850347279,gamma1__12m__1m
2011-09-22,gamma1,12m,6m,-0.009184132753439517,gamma1__12m__6m
2011-09-23,gamma1,6m,1m,-0.022605547130767498,gamma1__6m__1m
2011-09-23,gamma1,12m,1m,-0.030678111214659007,gamma1__12m__1m
