This file contains the synthetic VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The dates are in YYYYMMDD format,,,,,,
r_K^{var. swap} gives the daily return of a constant-maturity variance swap with target maturity K months,,,,,,
Returns are in percent,,,,,,
,,,,,,
Date,r_1^{var. swap},r_2^{var. swap},r_3^{var. swap},r_6^{var. swap},r_9^{var. swap},r_12^{var. swap}
20081016,5.633,2.578,-0.04,-2.67,-0.504,1.773
20081017,1.291,7.234,6.166,7.727,5.918,5.472
20081020,-38.561,-30.385,-20.271,-16.77,-9.371,-5.06
20081021,4.116,1.393,9.28,0.856,2.751,-7.679
20081022,77.454,52.617,40.206,28.4,17.685,4.339
20081023,-2.358,-1.826,1.275,1.628,1.212,0.091
20081024,28.246,28.109,24.809,21.732,16.995,16.326
20081027,-5.586,0.663,1.677,0.765,-0.25,-0.6
20081028,-7.312,-12.501,-10.872,-7.212,-5.695,-5.489
20081029,14.94,18.02,17.497,15.693,14.056,12.801
20081030,-18.852,-13.909,-10.922,-7.807,-5.439,-3.934
20081031,-16.028,-8.127,-5.01,-1.272,-0.84,2.773
20081103,-23.569,-14.873,-10.778,-7.25,-5.6,-6.365
20081104,-17.52,-19.674,-16.209,-12.817,-11.497,0.564
20081105,37.614,27.891,22.938,17.286,15.078,2.119
20081106,40.737,32.937,26.711,20.032,15.02,2.794
20081107,-20.382,-13.229,-10.666,-8.872,-7.787,-6.969
20081110,-2.197,0.819,0.665,2.587,3.301,3.028
20081111,1.277,3.401,3.273,3.022,3.138,2.467
20081112,23.758,17.781,15.268,12.114,10.663,9.203
20081113,-5.297,-10.433,-13.229,-9.183,-6.589,-3.818
20081114,24.426,19.447,20.7,18.054,15.037,13.896
20081117,3.77,6.531,7.181,5.929,5.833,5.274
20081118,-3.92,-2.424,-1.704,-1.035,-0.702,-0.474
20081119,22.107,21.8,17.961,16.358,15.799,14.867
20081120,23.397,20.435,13.744,12.54,10.615,6.868
20081121,-15.638,-19.293,-15.033,-11.8,-12.225,-8.47
20081124,-17.744,-20.227,-6.728,-13.362,-10.72,-7.679
20081125,-13.636,-12.368,-4.849,-2.251,-1.888,-2.049
20081126,-18.575,-15.777,-11.669,-6.298,-5.123,-5.417
20081128,1.781,-2.364,-1.117,0.837,1.285,2.294
20081201,31.179,44.713,33.938,23.902,18.192,16.668
20081202,-7.018,-8.725,-4.869,-3.924,-2.577,-2.055
20081203,-5.398,-4.763,-3.299,-2.427,-1.585,-0.762
20081204,8.129,10.139,9.853,12.726,10.89,8.118
20081205,-10.829,-10.015,-8.478,-7.825,-4.598,-2.288
20081208,-10.895,-8.755,-6.392,-2.613,-2.596,-3.931
20081209,0.203,2.919,4.187,4.997,5.246,3.115
20081210,-13.002,-9.126,-6.482,-3.593,-4.092,-3.099
20081211,-3.7,-1.768,-1.829,-1.015,-1.309,-1.737
20081212,-4.971,-1.426,-2.317,-1.932,-1.197,-0.91
20081215,-0.759,-1.543,0.934,-1.306,-0.628,0.22
20081216,-8.113,-9.832,-10.777,-8.081,-8.406,-7.606
20081217,-9.693,-6.605,-5.001,-1.96,-1.023,-2.346
20081218,-7.296,-5.524,-5.125,-3.216,-2.605,-1.872
20081219,-16.419,-17.094,-15.122,-9.22,-7.394,-5.325
20081222,-10.158,-6.373,-3.313,-3.695,-1.809,-1.828
20081223,0.179,-3.045,0.572,-0.655,0.069,-0.779
20081224,-2.569,-3.322,-4.179,-2.05,-2.579,-2.044
20081226,-10.816,-6.955,-5.377,-3.184,-1.901,-1.662
20081229,-8.495,-2.734,-1.758,-1.709,-0.972,0.547
20081230,-10.215,-9.992,-5.624,-3.114,-3.378,-6.312
20081231,-13.371,-9.375,-5.757,-3.214,-3.362,-4.394
20090102,-3.69,-9.637,-10.892,-4.174,-5.709,-9.899
20090105,-3.567,0.874,-0.601,-0.72,-0.597,0.402
20090106,-9.39,-6.09,-3.998,-1.294,-1.175,-1.067
20090107,29.046,22.812,18.726,8.581,7.221,7.897
20090108,-11.873,-2.98,-1.233,-0.431,0.392,1.119
20090109,-1.305,2.9,4.618,1.987,2.282,2.417
20090112,8.739,12.647,9.446,5.005,5.364,9.401
20090113,-11.525,-4.059,-2.46,-0.52,-0.668,-0.479
20090114,21.596,17.469,14.567,8.725,8.986,11.75
20090115,0.996,-2.529,1.867,1.054,1.827,3.338
20090116,-15.597,-7.36,-9.216,-2.834,-3.435,-2.542
20090120,40.685,30.011,23.147,8.674,9.051,6.498
20090121,-28.297,-19.845,-16.511,-5.623,-6.99,-4.716
20090122,-0.288,0.497,2.769,0.233,-0.044,-0.883
20090123,-6.912,-5.026,-4.457,-2.365,-1.398,-0.813
20090126,-14.903,-11.747,-11.217,-5.924,-4.577,-3.372
20090127,-14.765,-7.987,-9.862,-4.971,-4.5,-2.935
20090128,-6.79,-2.292,-8.013,-5.109,-4.014,-1.239
20090129,19.417,8.565,6.44,2.916,3.086,2.149
20090130,11.214,1.076,4.594,1.986,3.017,1.662
20090202,-10.963,-6.901,-4.789,-3.573,-2.834,-2.719
20090203,-13.335,-8.308,-6.65,-4.023,-3.969,-3.032
20090204,-1.004,0.553,-1.191,-1.725,-1.894,-0.317
20090205,-2.175,-0.419,-0.351,0.457,0.151,0.012
20090206,4.222,5.232,1.286,2.238,0.686,1.667
20090209,-12.123,-4.779,-2.562,-2.485,-1.79,-1.537
20090210,31.062,18.675,13.472,11.503,10.152,7.351
20090211,-13.916,-8.876,-4.972,-4.716,-4.473,-4.297
20090212,-13.603,-7.061,-4.075,-2.503,-2.126,-1.956
20090213,-4.966,-4.371,-4.081,-3.877,-2.967,-1.716
20090217,26.972,18.774,12.046,7.105,6.578,4.182
20090218,-8.816,-4.797,-2.873,-0.132,0.134,-0.016
20090219,-3.1,-0.853,-0.709,-0.697,0.482,-0.908
20090220,6.851,5.993,4.807,2.362,1.891,1.979
20090223,10.498,14.369,10.535,5.876,6.204,3.4
20090224,-23.75,-20.688,-18.008,-10.126,-9.797,-5.803
20090225,-3.984,-3.359,-2.591,0.315,0.22,0.344
20090226,-5.178,-0.575,-0.358,-0.466,0.974,-0.268
20090227,3.626,1.864,0.086,-0.983,-1.04,-1.702
20090302,24.925,23.931,19.239,13.008,9.871,4.815
20090303,-12.228,-11.258,-9.23,-7.113,-5.408,-5.823
20090304,-6.801,-11.169,-12.931,-9.078,-8.441,-5.785
20090305,19.464,16.625,13.38,8.546,6.202,4.367
20090306,-6.435,-3.177,-1.228,-2.816,-2.676,-2.922
20090309,-8.198,-3.899,-3.04,-3.327,-2.39,-2.424
20090310,-5.166,-2.769,-5.344,-6.756,-5.74,-2.968
20090311,-4.503,-1.628,-0.357,0.704,1.106,0.994
20090312,3.456,0.356,-2.697,-2.923,-2.4,-0.43
20090313,3.492,4.3,4.237,4.179,5.668,5.452
20090316,-0.712,1.832,1.924,1.487,-0.165,0.627
20090317,-9.649,-9.685,-8.189,-5.713,-3.104,-1.834
20090318,-1.193,-1.018,0.397,1.455,1.654,2.099
20090319,14.67,15.425,13.782,11.401,10.564,8.467
20090320,8.678,14.732,12.696,10.787,8.506,7.24
20090323,2.693,-5.072,-6.706,-9.091,-7.79,-5.289
20090324,3.655,4.219,2.582,1.78,0.594,1.57
20090325,-8.335,-7.006,-7.356,-4.714,-3.151,-2.467
20090326,-4.739,-6.566,-5.077,-3.41,-1.948,-2.005
20090327,0.925,6.491,4.9,4.389,3.905,4.344
20090330,13.15,13.915,6.743,8.475,6.157,8.902
20090331,-8.332,-5.719,-2.101,-2.214,-1.655,-2.092
20090401,-8.238,-7.242,-1.86,-1.613,0.105,-2.861
20090402,7.431,1.208,-0.067,1.182,3.961,2.912
20090403,-15.7,-9.087,-5.884,-2.179,-1.197,-0.866
20090406,-11.429,-4.531,-2.458,-1.382,-1.173,-0.703
20090407,-0.402,1.223,1.294,-0.706,-0.679,-0.154
20090408,-11.496,-8.364,-6.908,-3.599,-2.087,-2.264
20090409,8.182,-2.863,-2.257,-1.96,-0.91,-2.571
20090413,-9.345,-6.243,-4.276,-2.346,-1.471,-1.012
20090414,-0.275,-0.886,0.192,0.895,-0.787,0.253
20090415,-9.275,-5.105,-3.962,-2.544,-1.677,-1.766
20090416,-4.572,-5.414,-4.656,-3.027,-2.586,-2.744
20090417,-10.893,-7.748,-6.285,-5.694,-4.742,-4.547
20090420,35.331,25.318,17.581,11.335,9.156,8.997
20090421,-10.695,-9.962,-8.27,-2.811,-3.044,-2.834
20090422,-1.348,1.211,1.185,0.333,0.491,1.056
20090423,-5.786,-4.111,-2.131,-0.647,-0.404,-0.332
20090424,-3.203,-0.808,-1.187,0.83,0.491,0.705
20090427,-2.752,1.204,2.255,0.996,1.321,1.754
20090428,-6.596,-4.702,-2.51,-1.651,-2.593,-3.116
20090429,-7.255,-8.208,-7.204,-3.676,-2.882,-2.999
20090430,-4.939,0.067,0.614,0.287,0.466,-0.079
20090501,-8.726,-4.518,-5.846,-4.291,-3.445,-3.635
20090504,2.389,0.945,-4.425,-3.699,-4.314,-4.582
20090505,-9.838,-2.5,-1.763,-0.287,-0.079,-0.074
20090506,-5.094,-7.252,-5.296,-3.545,-3.951,-4.24
20090507,4.891,4.102,4.174,2.976,2.846,2.359
20090508,-4.894,-6.873,-8.241,-4.67,-5.231,-5.596
20090511,0.698,2.541,2.995,1.379,1.871,2.43
20090512,-10.743,-7.04,-5.641,-3.152,-2.836,-2.702
20090513,13.698,8.311,7.07,3.748,1.651,0.093
20090514,-14.698,-11.455,-10.405,-8.361,-7.347,-6.928
20090515,7.553,5.851,5.065,3.502,3.439,2.701
20090518,-15.625,-14.717,-12.055,-7.101,-6.381,-6.677
20090519,-11.271,-6.782,-5.793,-4.741,-3.511,-2.927
20090520,-0.854,1.533,0.556,0.398,0.12,-0.338
20090521,17.933,13.566,11.566,7.632,5.811,4.744
20090522,0.532,0.83,1.559,2.514,2.566,2.153
20090526,-14.375,-13.105,-10.455,-6.812,-6.25,-4.933
20090527,6.363,9.273,6.033,4.522,2.635,1.7
20090528,1.165,-2.329,-1.63,0.457,-0.558,-0.497
20090529,-12.183,-9.419,-7.324,-3.363,-2.249,-0.296
20090601,7.277,-1.477,-1.537,-3.23,-2.641,-2.702
20090602,-6.627,-1.863,-0.881,-0.866,-0.477,-0.214
20090603,1.312,10.172,9.906,7.692,7.453,6.595
20090604,-4.903,-5.98,-4.279,-2.159,-1.387,-1.068
20090605,-6.708,-2.464,-0.576,0.113,0.095,0.276
20090608,-8.27,-5.439,-3.006,-0.174,2.172,0.095
20090609,-14.567,-10.988,-8.888,-6.291,-5.146,-2.745
20090610,0.802,0.887,0.284,-0.055,0.104,0.006
20090611,-4.175,-6.317,-6.555,-5.798,-5.055,-4.187
20090612,-4.011,-3.327,-3.779,-2.67,-2.132,-1.449
20090615,14.832,13.936,11.585,7.893,6.313,4.466
20090616,5.139,7.776,6.339,4.422,3.535,2.893
20090617,-10.296,-4.384,-2.616,-1.289,-0.455,-0.195
20090618,-10.109,-6.602,-5.241,-3.903,-2.657,-1.765
20090619,-18.321,-10.06,-6.111,-3.874,-2.527,-0.119
20090622,22.735,14.129,12.098,7.874,9.196,6.721
20090623,-4.587,-5.631,-5.454,-2.473,-3.11,-2.394
20090624,-11.449,-8.597,-6.499,-4.842,-3.495,-1.571
20090625,-8.866,-12.292,-9.13,-7.321,-5.416,-5.658
20090626,-9.886,-4.43,-3.81,-2.571,-2.019,-1.248
20090629,-11.806,-11.572,-7.749,-6.156,-6.442,-6.768
20090630,3.28,5.11,2.429,2.704,2.546,2.037
20090701,-3.675,-0.83,0.003,-0.944,-1.504,-2.016
20090702,22.886,13.616,6.226,7.159,6.907,6.008
20090706,-8.68,-3.989,-3.281,-1.237,-0.969,-1.238
20090707,11.885,10.034,4.369,5.097,3.852,3.356
20090708,-3.039,-0.251,0.068,0.375,0.399,0.259
20090709,-14.645,-5.656,-3.436,-1.823,-1.771,-0.269
20090710,-14.113,-5.203,-2.234,-1.33,-0.239,-0.24
20090713,2.419,-10.203,-6.525,-4.177,-4.166,-3.347
20090714,-6.487,-4.794,-1.772,-1.513,-1.14,-1.261
20090715,12.512,2.054,-0.095,0.527,0.287,-0.613
20090716,-5.281,-2.584,-4.439,-1.48,-1.855,-1.446
20090717,-10.258,-5.198,-0.481,-1.564,-1.288,-0.881
20090720,-9.423,-9.84,-9.546,-5.073,-3.643,-3.331
20090721,-6.953,-2.795,-1.438,-1.475,-0.683,-0.245
20090722,-8.349,-5.85,-3.562,-2.123,-1.72,-1.419
20090723,9.752,-0.608,0.908,-0.818,-0.66,-0.975
20090724,-6.114,-4.94,-1.875,-0.42,-0.598,-0.926
20090727,-2.5,0.146,-0.315,-0.037,-0.826,-0.13
20090728,-0.074,5.691,6.33,6.03,5.033,3.406
20090729,2.048,2.847,2.578,1.97,1.67,1.504
20090730,-2.416,0.272,-1.714,-1.181,-1.275,-1.327
20090731,-0.155,-0.7,-1.413,-0.528,-0.43,0.148
20090803,-5.556,-5.102,-5.438,-3.938,-2.396,-1.823
20090804,-8.215,-4.183,-4.071,-2.758,-1.922,-2.024
20090805,-7.848,-3.099,-2.453,-0.025,0.06,0.264
20090806,3.889,3.247,4.025,2.716,2.189,2.035
20090807,-5.937,-5.128,-7.016,-4.217,-3.471,-2.503
20090810,-11.175,-3.107,-2.331,-1.278,-0.842,-1.092
20090811,3.532,5.877,5.893,4.322,2.491,2.186
20090812,-3.549,-2.459,-2.554,-1.328,-0.559,-0.32
20090813,-7.595,-4.704,-3.234,-1.624,-0.912,-0.672
20090814,-4.643,-3.259,-1.691,-1.047,-0.519,-0.788
20090817,28.602,17.903,13.972,11.187,8.037,6.851
20090818,-11.239,-6.203,-5.216,-3.042,-2.508,-2.347
20090819,-2.108,-4.199,-3.734,-0.46,0.584,0.917
20090820,-11.646,-4.599,-2.993,-1.764,-1.922,-1.466
20090821,2.771,-2.137,-1.94,-1.749,0.296,0.112
20090824,-11.139,-1.855,-1.301,0.613,0.515,0.452
20090825,-6.245,-3.263,-1.631,-0.563,-0.167,-0.052
20090826,-4.888,0.748,0.855,0.731,0.419,1.274
20090827,-5.577,-2.669,-1.23,-0.963,0.331,-0.659
20090828,-1.624,-2.504,-1.826,-2.437,-1.879,-0.4
20090831,-2.44,1.565,2.437,2.832,2.587,1.905
20090901,17.491,15.252,10.76,7.66,6.755,5.515
20090902,-4.326,-0.484,0.389,0.302,1.208,1.631
20090903,-13.216,-12.133,-9.971,-7.478,-6.547,-4.814
20090904,-13.655,-9.635,-6.99,-5.323,-2.925,-3.062
20090908,-8.888,-5.741,-5.29,-3.196,-3.463,-1.754
20090909,-8.291,-8.724,-7.289,-5.299,-4.273,-4.179
20090910,-6.124,-8.033,-6.937,-5.432,-5.607,-4.632
20090911,1.013,1.702,0.073,1.106,1.557,0.982
20090914,-8.456,-6.95,-4.53,-3.821,-2.733,-1.748
20090915,-6.489,-3.743,-2.49,-1.07,-1.337,-0.763
20090916,5.453,0.458,-1.721,-0.573,-1.392,-1.121
20090917,-2.711,0.561,1.622,0.481,1.64,0.048
20090918,-4.564,-0.849,-0.077,0.679,-0.579,0.454
20090921,-10.365,-5.849,-3.979,-1.987,-0.878,-0.758
20090922,-10.124,-6.072,-4.538,-1.724,-1.003,-1.146
20090923,-1.095,2.14,2.075,1.89,0.788,1.226
20090924,7.536,5.816,5.678,4.398,4.111,3.945
20090925,2.071,0.513,-0.591,-1.69,-1.81,-1.071
20090928,-5.944,-8.191,-4.576,-2.863,-1.986,-3.529
20090929,-3.485,-1.384,-0.861,-0.12,-0.189,0.409
20090930,1.973,2.544,1.32,0.462,-0.503,0.007
20091001,32.997,20.119,15.965,5.761,6.04,7.178
20091002,-3.912,0.014,0.671,0.843,-0.107,-0.108
20091005,-19.735,-12.482,-7.582,-6.477,-5.515,-4.796
20091006,-6.293,-8.032,-5.108,-3.589,-3.482,-2.957
20091007,-11.699,-6.887,-4.203,-2.176,-1.692,-1.122
20091008,-5.364,-2.755,-1.938,0.074,-0.217,-0.489
20091009,-17.734,-9.912,-7.479,-6.222,-4.749,-3.106
20091012,-1.747,-2.509,-1.127,-0.926,-0.393,-0.883
20091013,-4.629,-3.361,-3.163,-1.434,-1.058,-0.589
20091014,2.211,0.14,2.111,0.638,-0.898,-1.313
20091015,-12.38,-9.011,-6.587,-4.306,-3.497,-2.532
20091016,-4.978,0.186,0.643,-0.165,0.461,0.418
20091019,-9.115,-7.404,-6.009,-3.145,-3.238,-2.642
20091020,-5.686,-2.068,-2.035,-0.53,0.67,0.597
20091021,4.341,3.433,2.482,0.198,0.982,0.859
20091022,-10.361,-8.996,-6.188,-2.862,-2.773,-3.524
20091023,12.154,7.457,8.263,3.961,4.006,3.443
20091026,10.736,7.882,6.268,3.876,3.717,3.038
20091027,-1.051,-1.466,-1.176,-1.27,-1.523,-0.772
20091028,26.459,17.552,14.366,10.157,5.14,4.449
20091029,-15.973,-7.109,-8.679,-6.166,-5.376,-4.402
20091030,67.754,35.91,31.756,19.592,14.646,9.758
20091102,-14.992,-3.885,-3.315,-0.639,-0.602,0.04
20091103,-11.051,-4.016,-1.016,1.092,1.482,1.505
20091104,-9.678,-5.595,-4.221,-3.262,-2.349,-1.025
20091105,-13.03,-12.753,-10.639,-6.084,-5.317,-5.035
20091106,-14.515,-8.324,-6.326,-4.073,-2.846,-1.781
20091109,-1.753,-6.422,-8.579,-6.022,-5.805,-4.909
20091110,-7.907,-1.317,0.51,1.208,1.128,0.79
20091111,-3.798,0.76,0.753,1.35,1.247,1.703
20091112,10.407,7.648,8.163,5.427,5.322,4.768
20091113,-12.458,-7.05,-4.954,-2.631,-1.972,-1.721
20091116,-6.273,-6.543,-6.376,-2.646,-3.132,-2.268
20091117,-8.116,-2.908,-1.963,-0.798,-0.063,0.256
20091118,-8.096,-5.554,-3.196,-1.041,-0.557,-0.251
20091119,6.536,2.797,2.041,2.962,2.464,2.499
20091120,-7.876,-4.818,-4.755,-3.773,-2.377,-1.873
20091123,-16.389,-13.574,-8.15,-5.214,-4.148,-3.711
20091124,-10.663,-6.869,-4.704,-3.158,-3.051,-2.852
20091125,-1.985,-0.202,-2.032,-1.093,-0.276,-0.671
20091127,36.851,27.46,19.312,12.991,9.503,8.318
20091130,-7.87,-6.202,-4.604,-3.229,-2.25,-1.096
20091201,-9.562,-12.146,-9.322,-5.09,-4.584,-3.899
20091202,-13.609,-6.448,-2.659,-0.558,0.003,0.301
20091203,2.85,7.503,4.442,2.717,2.427,1.435
20091204,0.317,-6.457,-4.995,-3.275,-2.933,-1.951
20091207,-8.234,-2.894,-1.323,-1.506,-1.001,-1.034
20091208,11.866,6.393,4.652,3.221,2.652,2.452
20091209,-9.386,-5.327,-3.141,-1.8,-1.986,-1.843
20091210,-7.348,-5.246,-4.491,-2.266,-1.403,-0.79
20091211,-8.746,-4.784,-2.826,-1.981,-1.794,-2.382
20091214,-12.92,-9.363,-6.878,-3.233,-2.492,-2.345
20091215,3.709,1.279,-0.417,-0.608,-0.812,0.22
20091216,-10.74,-8.107,-7.618,-5.266,-3.961,-4.395
20091217,12.792,6.658,4.645,2.763,1.389,2.229
20091218,-9.224,-4.976,-2.814,-2.201,-2.117,-1.564
20091221,-19.619,-13.516,-10.572,-6.047,-5.216,-4.768
20091222,-8.791,-9.476,-6.514,-5.529,-4.415,-4.095
20091223,-4.511,-1.814,-2.428,-0.798,-0.978,-0.491
20091224,2.286,-2.713,-2.799,-1.795,-1.771,-1.732
20091228,-12.399,-6.971,-4.311,-2.751,-2.021,-1.82
20091229,-4.689,-1.852,-1.055,-0.19,-0.137,-0.37
20091230,-4.773,-2.226,-0.811,-0.185,-0.672,-1.561
20091231,16.305,11.948,7.957,5.682,4.404,3.54
20100104,-20.3,-14.549,-9.277,-7.641,-6.794,-4.961
20100105,-11.633,-5.718,-4.181,-2.089,-2.036,-3.003
20100106,-8.734,-5.883,-6.112,-4.825,-4.558,-4.363
20100107,-3.752,-3.825,-2.603,-3.376,-2.786,-2.41
20100108,-15.998,-7.224,-4.669,-3.313,-3.567,-3.856
20100111,-10.203,-3.521,-1.925,-2.45,-2.467,-2.538
20100112,7.22,7.875,5.064,3.194,2.415,1.591
20100113,-8.682,-8.294,-7.964,-5.237,-5.086,-3.883
20100114,-4.695,-5.142,-3.256,-1.745,-2.645,-2.694
20100115,3.829,4.855,5.468,2.697,4.549,4.439
20100119,-16.319,-11.804,-10.169,-6.154,-5.631,-5.147
20100120,10.932,5.821,5.33,0.592,1.215,0.241
20100121,46.697,25.548,24.482,9.619,7.726,6.669
20100122,60.388,42.603,31.985,20.955,16.297,10.664
20100125,-23.924,-17.677,-13.45,-8.145,-5.917,-5.346
20100126,-12.681,-6.362,-2.565,-1.315,-0.831,-0.824
20100127,-11.638,-3.155,-6.361,-2.749,-2.393,-0.932
20100128,2.043,-5.039,1.377,-0.237,1.074,-0.02
20100129,4.628,-0.537,4.863,2.392,2.894,3.667
20100201,-19.322,-10.386,-11.671,-7.748,-7.799,-6.128
20100202,-9.291,-3.108,-6.46,-3.947,-3.986,-3.316
20100203,-1.767,-1.155,0.111,-0.272,1.1,0.732
20100204,73.018,23.541,30.772,16.742,15.171,11.985
20100205,-5.383,-0.337,-0.984,1.042,1.157,2.039
20100208,-9.472,-2.158,0.106,-0.13,0.991,-1.293
20100209,-7.738,-4.228,-3.877,-0.531,-1.005,-0.274
20100210,-8.41,-3.339,-2.57,-1.737,-1.274,-1.371
20100211,-10.976,-7.962,-7.654,-5.22,-4.684,-2.387
20100212,-10.557,-1.987,-0.632,0.309,0.169,-0.221
20100216,-7.877,-12.29,-10.696,-7.088,-7.918,-6.1
20100217,-6.404,-3.951,-2.331,-2.154,-2.645,-2.23
20100218,-12.29,-10.586,-5.758,-4.16,-4.048,-3.531
20100219,-7.545,-6.328,-5.483,-4.472,-3.871,-3.248
20100222,-11.526,-10.501,-7.891,-4.08,-2.861,-2.703
20100223,17.07,13.295,8.8,5.459,3.792,2.648
20100224,-3.454,-13.552,-6.212,-3.103,-3.221,-2.05
20100225,-3.289,-1.694,-0.664,-0.065,0.417,-0.352
20100226,-11.016,-6.237,-4.182,-3.78,-2.926,-2.065
20100301,-7.438,-6.682,-5.86,-2.888,-2.394,-1.405
20100302,-4.783,-3.665,-3.613,-2.391,-1.572,-1.328
20100303,-4.919,-4.098,-3.265,-2.429,-2.222,-1.664
20100304,-3.102,-1.506,-0.462,0.875,1.111,0.962
20100305,1.335,-9.184,-7.236,-4.553,-4.107,-3.585
20100308,-6.063,-4.614,-3.989,-2.617,-2.127,-1.574
20100309,-1.325,-0.359,-1.223,-0.242,-1.28,-1.098
20100310,2.513,3.207,2.14,2.875,2.842,2.518
20100311,-7.276,-2.463,0.54,1.726,1.629,2.14
20100312,-5.902,-4.508,-2.449,-2.23,-0.747,-0.998
20100315,-7.565,-3.845,-3.338,-1.26,-0.975,-0.903
20100316,-4.384,-6.141,-6.433,-2.73,-3.653,-2.354
20100317,-9.606,-6.555,-3.359,-2.352,-2.061,-1.684
20100318,-6.713,-4.56,-4.242,-2.756,-1.106,-1.014
20100319,3.373,2.893,3.872,3.312,3.177,3.532
20100322,-14.122,-5.913,-5.25,-3.259,-1.97,-1.516
20100323,-6.051,-6.261,-5.308,-2.638,-3.622,-2.269
20100324,10.936,7.359,6.003,2.178,3.665,3.188
20100325,8.268,4.948,4.022,4.164,2.913,2.258
20100326,-11.424,-5.778,-4.673,-2.781,-3.324,-2.509
20100329,-14.513,-9.53,-5.819,-3.52,-2.729,-1.482
20100330,-8.312,-5.693,-3.485,-2.132,-1.034,-1.012
20100331,0.53,1.558,0.601,0.056,0.953,0.621
20100401,-2.231,-1.339,1.113,1.712,1.509,1.296
20100405,-17.885,-11.518,-6.904,-5.27,-4.54,-3.791
20100406,-12.097,-7.879,-5.579,-2.76,-2.347,-0.841
20100407,-0.113,2.008,0.698,1.118,0.924,-0.305
20100408,-9.028,-4.947,-3.891,-1.073,-0.212,-0.223
20100409,-2.795,-3.808,-3.244,-2.097,-1.507,-1.079
20100412,-8.125,-1.043,-0.192,-1.28,-0.421,-0.156
20100413,-0.856,-2.018,-1.376,0.647,0.733,0.526
20100414,-4.309,-2.698,-1.007,-0.551,-0.372,0.137
20100415,-1.624,-0.658,1.283,0.806,2.173,2.799
20100416,29.427,18.656,12.546,10.35,5.291,4.775
20100419,-18.825,-11.037,-6.01,-1.463,-0.012,0.827
20100420,-16.435,-9.454,-8.268,-5.622,-3.721,-4.339
20100421,-2.479,1.929,-0.021,-0.21,1.228,2.072
20100422,-4.153,-0.673,0.445,1.442,0.487,0.327
20100423,2.269,-0.571,-0.609,0.097,0.23,-2.05
20100426,-1.532,-0.365,0.711,0.769,1.393,0.635
20100427,86.835,41.055,33.302,19.013,12.182,11.221
20100428,-16.688,-2.386,-3.697,-0.54,-1.245,-1.052
20100429,-20.705,-13.13,-11.022,-5.923,-4.003,-3.886
20100430,45.214,31.541,26.807,16.017,12.956,11.79
20100503,-24.557,-13.945,-13.197,-8.233,-5.815,-4.644
20100504,66.357,26.994,29.783,17.869,15.46,13.435
20100505,4.225,4.834,7.48,7.038,6.454,6.762
20100506,90.579,43.114,55.152,24.965,24.077,54.765
20100507,41.382,48.071,27.5,28.403,18.104,-4.78
20100510,-41.467,-34.196,-31.732,-26.458,-21.398,-18.376
20100511,-12.393,-4.857,-3.183,-1.157,-1.094,-0.652
20100512,-14.505,-11.63,-12.749,-11.973,-10.886,-13.46
20100513,2.384,3.212,5.388,2.331,2.47,4.949
20100514,43.998,33.26,27.158,18.999,13.825,12.599
20100517,-19.51,-10.012,-7.218,-4.334,-2.289,-0.506
20100518,15.451,16.735,13.983,10.716,8.875,7.578
20100519,7.926,6.582,6.454,7.058,6.636,5.397
20100520,74.391,51.639,44.42,34.897,30.617,25.709
20100521,-23.243,-16.574,-13.648,-9.284,-7.809,-3.78
20100524,-17.008,-8.685,-8.433,-5.859,-4.145,-4.061
20100525,-20.226,-13.887,-9.703,-6.337,-5.79,-4.591
20100526,-7.54,-9.946,-9.454,-7.405,-4.83,-4.347
20100527,-11.168,-18.126,-12.825,-11.887,-12.005,-11.365
20100528,13.417,9.378,6.782,4.572,3.532,2.511
20100601,8.151,11.228,9.426,5.805,4.067,3.69
20100602,-15.689,-19.262,-14.725,-11.483,-10.279,-9.241
20100603,-2.723,-4.046,-3.263,-3.812,-3.038,-2.574
20100604,64.592,45.003,33.754,21.61,17.132,14.354
20100607,-6.597,-1.605,1.037,0.292,0.887,0.708
20100608,-16.766,-13.127,-9.604,-6.067,-4.205,-3.042
20100609,-2.826,-0.553,0.692,1.648,1.799,2.194
20100610,-10.07,-12.136,-11.781,-9.774,-6.798,-5.356
20100611,-13.687,-8.919,-5.887,-3.083,-5.039,-2.473
20100614,-9.568,-5.143,-3.053,-1.941,-4.033,-1.757
20100615,-11.489,-13.721,-14.336,-11.273,-10.184,-8.552
20100616,-2.026,1.231,1.516,1.576,4.133,1.36
20100617,-11.039,-6.497,-4.789,-3.794,-3.773,-2.202
20100618,-13.552,-10.765,-4.678,-4.883,2.601,-2.461
20100621,-0.9,1.2,-4.003,0.37,-1.592,-4.44
20100622,15.992,8.296,9.402,7.203,8.702,7.227
20100623,-3.1,-0.162,-0.384,2.435,0.996,0.897
20100624,27.223,20.136,16.822,11.092,10.545,10.351
20100625,-14.425,-9.837,-6.871,-3.222,-0.328,0.048
20100628,-10.459,-4.221,-2.454,0.375,1.148,-3.777
20100629,63.593,36.503,22.177,16.865,16.244,16.568
20100630,-5.922,0.375,0.75,1.288,1.363,4.619
20100701,-14.842,-8.251,-4.206,-1.642,-0.933,-1.209
20100702,-24.911,-15.864,-10.911,-6.337,-4.711,-2.881
20100706,-11.803,-9.068,-6.865,-3.471,-2.847,-2.349
