This file contains the synthetic VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The dates are in YYYYMMDD format,,,,,,
r_K^{var. swap} gives the daily return of a constant-maturity variance swap with target maturity K months,,,,,,
Returns are in percent,,,,,,
,,,,,,
Date,r_1^{var. swap},r_2^{var. swap},r_3^{var. swap},r_6^{var. swap},r_9^{var. swap},r_12^{var. swap}
19970821,30.772,11.577,9.687,5.165,3.457,3.442
19970822,1.835,8.346,6.913,7.123,5.191,3.813
19970825,-14.134,-7.032,-2.642,-3.149,-1.78,-0.223
19970826,10.289,6.562,7.502,3.231,5.086,4.883
19970827,-8.098,-1.675,-2.321,-0.614,-0.943,-1.502
19970828,1.617,3.081,6.206,3.64,2.441,3.078
19970829,-4.886,-1.924,-0.699,-0.044,0.218,-0.18
19970902,13.864,-0.193,-6.697,-2.976,-3.109,-4.293
19970903,-2.329,-0.537,0.266,0.348,-0.74,0.194
19970904,-2.628,-0.694,-0.037,0.089,-0.531,-0.535
19970905,-11.354,-3.586,-1.844,0.184,0.763,0.626
19970908,-11.718,-4.657,-2.675,-2.298,-0.954,-0.782
19970909,-9.849,-5.345,-1.943,-0.112,0.142,-0.346
19970910,13.133,12.176,7.077,5.188,4.472,4.588
19970911,3.585,4.967,3.962,1.992,0.637,0.723
19970912,-4.136,-4.584,-2.612,-4.138,-2.69,-2.77
19970915,-7.924,-2.906,-1.676,0.615,0.357,0.697
19970916,2.361,-3.972,-2.07,0.151,-1.538,-0.95
19970917,1.062,-1.756,-1.879,-0.874,-0.715,-0.74
19970918,-7.974,-4.669,-1.281,0.485,0.474,0.22
19970919,-9.491,-3.631,-2.608,-1.638,-1.749,-1.927
19970922,-12.215,-9.068,-4.889,-3.32,-1.607,-1.462
19970923,-5.664,1.197,-3.044,0.684,0.738,1.85
19970924,-1.765,0.516,-1.175,-1.529,-0.718,0.223
19970925,1.324,-0.483,2.544,0.025,1.826,1.29
19970926,-7.879,-4.015,-5.559,-2.34,-2.102,-1.416
19970929,-9.514,-5.753,-1.646,-3.896,-2.944,-4.069
19970930,1.401,-0.239,1.051,1.159,2.319,1.291
19971001,-5.512,-4.805,-3.183,-2.454,-2.103,-1.578
19971002,-4.485,-4.02,-3.682,-1.081,-2.008,-1.641
19971003,-9.46,-3.42,-3.307,-1.842,-1.475,-1.259
19971006,-10.395,-6.806,-4.827,-3.023,-2.521,-0.682
19971007,-10.445,-5.008,-2.471,-2.671,-1.854,-1.022
19971008,-1.848,-1.729,-3.037,0.016,0.431,0.579
19971009,-6.92,-1.274,2.562,-0.435,0.516,0.172
19971010,-9.202,-3.682,-3.23,-1.731,-1.747,-1.159
19971013,-14.833,-6.113,-2.942,-1.884,-0.914,-0.59
19971014,-3.064,-2.157,-1.219,-1.245,-0.889,-0.348
19971015,-3.47,-2.636,-1.773,0.281,0.348,0.098
19971016,2.439,3.318,4.227,3.231,1.011,1.567
19971017,6.216,3.024,-0.274,1.256,0.555,0.393
19971020,-12.144,-4.795,2.8,-2.849,-0.467,-0.683
19971021,2.291,-4.929,-9.306,-1.611,-2,-0.481
19971022,0.688,-1.494,0.752,-0.006,0.275,-0.565
19971023,34.457,21.933,4.752,10.125,5.919,4.771
19971024,6.137,2.915,4.881,1.154,0.784,0.381
19971027,183.602,88.827,48.53,41.97,19.911,12.1
19971028,16.252,31.41,41.917,16.539,18.572,16.121
19971029,10.64,0.632,-18.144,0.743,-1.544,-1.877
19971030,38.326,27.061,9.687,22.619,14.467,10.989
19971031,-19.649,-5.22,15.427,-1.819,0.729,1.813
19971103,-16.4,-7.474,6.136,-2.168,0.516,-0.229
19971104,0.641,-0.583,-2.681,2.244,2.431,2.441
19971105,-5.052,1.834,3.112,0.651,0.341,-0.421
19971106,4.717,0.394,0.701,3.568,2.796,2.475
19971107,20.958,12.307,9.276,11.835,10.737,7.047
19971110,-7.385,-2.783,-1.739,-0.857,-1.276,0.869
19971111,-9.168,1.644,2.602,1.316,2.067,1.679
19971112,7.599,2.438,3.543,5.099,3.695,3.746
19971113,-9.569,-0.944,-0.481,-0.764,-0.4,2.134
19971114,-20.013,-7.405,-4.318,-1.106,0.046,-2.349
19971117,-13.908,-14.462,-11.991,-7.377,-4.9,-3.323
19971118,-3.224,-0.028,-1.28,-2.067,-0.837,0.847
19971119,-10.864,-4.534,-4.254,-2.714,-1.863,-0.611
19971120,-15.297,-11.083,-8.336,-4.13,-4.091,-3.334
19971121,-9.965,-4.061,-3.936,-3.209,-2.264,-3.381
19971124,18.914,7.569,5.152,2.357,3.153,6.35
19971125,-8.214,-2.877,-1.461,-0.083,0.252,-1.809
19971126,-8.941,-5.175,-1.427,-1.033,-0.809,-1.05
19971128,-13.004,-5.838,-4.196,-2.383,-1.563,-2.185
19971201,-7.4,-11.212,-13.996,-5.57,-4.669,-5.6
19971202,-4.488,3.234,-0.796,-0.257,0.104,0.359
19971203,-14.636,-8.709,-7.239,-6.912,-2.813,-4.014
19971204,-6.12,-8.572,-6.822,-4.24,-4.911,-2.646
19971205,-12.52,-7.87,-6.07,-3.538,-3.568,-2.457
19971208,-10.71,-5.483,-5.719,-4.905,-3.927,-2.017
19971209,-3.693,-1.264,-2.282,-3.794,-2.965,-3.566
19971210,7.671,7.324,5.334,1.328,1.079,0.009
19971211,28.668,18.305,15.242,5.918,4.208,6.146
19971212,-6.687,-4.775,-1.384,-0.157,-1.221,2.059
19971215,-11.481,-3.969,-4.515,-1.245,0.769,-4.252
19971216,-13.507,-10.611,-8.829,-5.523,-5.041,-4.107
19971217,1.176,-0.239,-1.163,-1.833,-2.639,-3.491
19971218,4.421,3.015,3.624,0.37,-0.777,-1.726
19971219,11.775,12.65,11.456,8.382,5.216,2.627
19971222,-12.743,-6.878,-5.193,-2.507,-0.602,-0.38
19971223,12.886,6.14,6.323,1.345,2.108,0.593
19971224,-3.658,0.348,1.415,1.215,1.005,3.34
19971226,-13.244,-7.077,-4.827,-1.702,-1.409,-2.246
19971229,-16.965,-10.792,-7.222,-8.436,-4.098,-3.534
19971230,-12.697,-10.553,-11.421,-5.233,-4.123,-7.917
19971231,-6.918,-7.329,-7.83,-5.603,-4.517,0.166
19980102,-14.363,-5.717,-1.403,-1.768,-2.895,-3.259
19980105,-7.602,-5.11,-4.166,-1.393,-0.557,-0.933
19980106,20.35,9.693,5.973,6.634,4.432,5.458
19980107,-9.417,0.484,3.694,0.513,3.006,-0.315
19980108,5.164,3.998,4.988,2.691,0.827,4.393
19980109,61.342,33.143,23.166,12.894,10.415,9.678
19980112,-25.91,-12.836,0.554,2.116,3.255,0.461
19980113,-18.096,-15.072,-11.948,-7.022,-3.392,-1.929
19980114,-11.754,-3.386,5.261,-2.634,-2.361,-0.246
19980115,-1.707,-1.022,-0.315,-0.028,0.012,-0.896
19980116,-12.324,-13.53,-14.776,-7.306,-4.105,-4.022
19980120,-5.364,-8.819,-12.39,-5.535,-4.543,-4.822
19980121,6.218,5.777,4.306,1.036,-0.04,-0.195
19980122,3.51,3.49,0.888,2.11,1.898,2.379
19980123,-4.955,-0.938,0.496,-0.057,0.302,-0.681
19980126,-7.072,-3.714,-2.025,0.332,0.753,0.84
19980127,-11.668,-7.789,-1.971,-2.807,-1.942,-1.209
19980128,-4.677,-3.433,-3.869,-2.903,-2.488,-2.398
19980129,-3.996,-1.558,1.711,-1.1,-1.186,-0.991
19980130,-7.929,-2.465,-2.347,-0.412,-0.016,0.513
19980202,1.677,-5.534,-4.649,-1.238,-0.707,-2.535
19980203,-7.391,-3.702,-3.183,-1.681,-0.679,-0.433
19980204,-7.209,-2.025,-1.519,-0.65,-0.223,-0.422
19980205,-0.112,0.791,0.423,-1.053,-0.068,0.123
19980206,-8.616,-6.375,-4.703,-2.195,-1.716,-1.299
19980209,-3.576,-1.305,-0.964,-0.59,-1.032,-0.854
19980210,-7.933,-5.191,-4.595,-3.974,-2.597,-2.032
19980211,-8.03,-1.687,-1.246,-0.915,-0.746,-0.763
19980212,-10.481,-2.913,-2.017,-2.055,-1.378,-0.972
19980213,-8.106,-6.121,-3.715,-0.404,-0.204,-0.318
19980217,-7.288,-3.372,-3.942,-2.799,-1.746,-1.628
19980218,-10.116,-5.345,-4.369,-2.065,-1.652,-1.652
19980219,-2.28,0.05,-0.282,0.399,0.726,0.685
19980220,-9.969,-3.777,-3.276,-2.118,-1.661,-1.404
19980223,-11.284,-3.853,-4.007,-2.4,-1.651,-1.043
19980224,1.708,-0.195,-1.521,0.619,-0.204,-0.056
19980225,-3.472,-5.383,-5.585,-2.259,-1.728,-1.45
19980226,-0.646,-3.813,-4.043,-1.35,-1.127,-1.444
19980227,-3.549,0.047,0.569,0,-0.283,-0.165
19980302,-6.701,-5.269,-3.501,-2.297,-1.425,-0.995
19980303,-6.968,-4.527,-3.615,-1.268,-1.38,-1.199
19980304,1.815,4.168,3.697,1.43,1.291,1.016
19980305,9.159,7.264,5.522,2.397,2.002,2.733
19980306,-3.198,-4.578,-5.489,-3.207,-1.532,-1.511
19980309,-4.295,-0.078,0.199,-0.366,-0.815,-0.585
19980310,-3.446,-5.535,-5.098,-2.397,-1.904,-1.873
19980311,-6.904,-4.888,-3.41,-1.754,-0.81,-0.606
19980312,-13.03,-8.781,-6.685,-3.839,-3.198,-2.626
19980313,2.195,-1.235,1.03,-0.253,0.227,0.315
19980316,-6.881,-4.139,-6.689,-2.583,-3.023,-2.582
19980317,-1.192,-2.424,-1.553,-0.251,-0.845,-0.712
19980318,-7.3,-3.917,-4.111,-1.952,-0.868,-0.775
19980319,-6.558,-2.096,-1.35,-1.295,-0.818,-0.976
19980320,15.178,3.65,3.315,3.096,1.227,0.565
19980323,0.86,3.084,1.161,1.148,3.644,3.179
19980324,4.299,5.297,7.214,4.485,3.04,1.408
19980325,14.992,11.966,12.216,10.585,6.524,4.543
19980326,-4.308,3.951,1.406,1.923,2.54,1.957
19980327,-1.017,0.191,0.841,2.371,2.22,2.607
19980330,-2.725,0.209,4.252,0.74,3.091,0.43
19980331,-4.815,0.727,1.493,1.386,1.549,3.127
19980401,-11.168,-4.814,0.923,0.843,-0.272,-0.189
19980402,-10.098,-5.883,-2.329,-3.407,0.096,8.622
19980403,-8.697,-3.816,-0.81,-1.869,-1.446,-0.352
19980406,-1.066,-0.26,-4.02,0.3,0.71,-0.545
19980407,1.105,2.612,4.142,2.361,1.466,-0.488
19980408,-10.109,-4.321,-0.533,0.361,-0.126,-0.064
19980409,-15.601,-8.463,-5.848,-3.942,-2.431,0.532
19980413,-7.639,-3.605,-2.179,-1.203,-0.94,-0.626
19980414,-12.942,-6.025,1.123,-1.972,-1.393,-0.842
19980415,-9.383,-5.414,-1.312,-1.736,-0.472,-0.721
19980416,11.472,5.905,0.152,2.801,2.505,1.698
19980417,-11.434,-5.812,-0.003,-2.896,-2.096,-1.37
19980420,-12.949,-6.42,0.326,-1.854,-0.605,-0.048
19980421,-11.325,-7.552,1.143,-3.202,-2.444,-1.094
19980422,-8.133,-5.485,-4.547,-2.464,-1.389,-0.842
19980423,13.562,7.801,7.924,2.974,2.896,2.188
19980424,12.031,7.662,10.175,4.027,3.098,2.178
19980427,31.634,19.881,14.696,10.011,8.08,6.309
19980428,-18.586,-7.7,2.903,-0.526,1.349,2.041
19980429,-11.522,-8.473,-8.586,-2.031,-0.834,-0.648
19980430,-0.908,-5.119,-4.525,-2.951,-0.796,0.069
19980501,-15.882,-9.523,-3.275,-3.047,-1.719,-1.523
19980504,-6.2,-3.973,-1.624,-1.41,-0.809,-0.729
19980505,6.698,3.606,-1.632,1.54,1.133,0.933
19980506,13.61,5.721,5.037,2.51,1.399,1.774
19980507,-2.685,3.015,3.661,2.4,1.889,0.791
19980508,-11.899,-11.075,-9.347,-5.384,-3.292,-4.036
19980511,-9.179,-4.165,-3.246,-1.259,-0.798,-0.528
19980512,-2.901,-2.835,-3.226,-3.027,-2.379,-0.49
19980513,-6.654,-3.724,-2.468,-1.221,-0.699,-0.439
19980514,-10.393,-1.032,0.294,0.051,0.083,0.075
19980515,4.186,-2.382,-2.178,-0.466,0.169,-0.05
19980518,-0.104,-1.354,-1.242,-1.251,-1.104,-0.29
19980519,-16.137,-7.664,-5.329,-2.188,-1.053,-0.661
19980520,-3.942,-5.855,-5.698,-3.185,-2.095,-1.773
19980521,-9.945,3.57,0.243,0.547,0.65,0.891
19980522,-7.993,-7.202,-2.638,-1.66,-0.91,-1.243
19980526,29.339,10.952,1.379,4.361,3.178,3.641
19980527,-3.742,4.417,0.629,3.217,2.541,0.739
19980528,-17.927,-13.308,-7.823,-6.533,-5.124,-2.23
19980529,9.039,4.429,2.229,2.335,1.106,-0.087
19980601,-5.403,-1.451,-0.124,-0.807,-0.48,-0.82
19980602,-10.158,-2.221,-1.142,-0.306,0.819,1.001
19980603,16.403,6.5,6.326,3.015,1.702,-1.263
19980604,-8.181,-4.672,-3.71,-3.207,-1.301,0.188
19980605,-4.863,-6.786,-5.049,-4.485,-2.776,-0.844
19980608,-5.28,-3.4,-3.49,-2.691,-2.04,-0.139
19980609,-6,-2.506,-1.778,-1.047,-0.292,-1.443
19980610,3.386,1.863,1.283,-0.356,0.509,0.396
19980611,26.653,14.925,10.393,5.646,2.381,6.709
19980612,-11.483,-2.779,0.367,0.343,-1.295,-4.666
19980615,43.995,17.508,11.064,6.94,4.675,1.977
19980616,-11.925,-6.987,-2.672,0.066,-1.444,2.506
19980617,-8.641,-3.48,-5.33,-1.557,-0.408,-4.043
19980618,-5.736,-5.5,-1.231,-0.165,-0.311,0.107
19980619,-4.27,-0.888,0.041,0.433,0.778,0.71
19980622,-13.66,-5.856,-7.454,-3.186,-0.869,-1.652
19980623,-10.164,-9.464,-6.58,-5.442,-3.81,-2.333
19980624,2.344,-6.481,-7.691,-3.583,-1.714,-1.751
19980625,-4.387,0.82,-1.099,-0.048,0.114,0.188
19980626,-10.975,-8.511,-5.91,-3.711,-2.302,-1.842
19980629,-8.78,-6.434,-2.976,-3.072,-1.66,-1.203
19980630,-0.52,-0.165,-2.441,0.191,-0.114,0.341
19980701,-7.352,-4.804,-3.378,-3.512,-2.814,-2.62
19980702,-10.946,-6.902,-4.934,-3.083,-2.573,-2.192
19980706,-0.482,-5.07,-3.667,-2.548,-1.252,-0.026
19980707,-1.854,1.2,0.131,-0.555,-0.319,-0.691
19980708,-9.613,-5.901,-1.198,-2.479,-1.347,-2.188
19980709,2.525,3.142,1.751,1.556,0.507,0.816
19980710,-5.718,-1.471,-2.633,-0.725,-1.048,-1.365
19980713,-10.593,-3.603,-3.938,-0.39,-0.065,0.382
19980714,-0.397,-1.155,-1.939,-1.495,-0.728,-0.307
19980715,-2.088,-0.411,1.322,-0.127,0.635,0.002
19980716,-15.012,-8.849,-2.481,-2.23,-2.211,-1.617
19980717,-6.698,-3.477,-0.149,-2.682,-1.58,-0.232
19980720,-4.371,-0.55,3.398,-0.046,-0.331,0.265
19980721,34.509,24.7,14.564,8.399,3.982,2.727
19980722,-2.919,-0.933,1.824,2.945,3.634,1.825
19980723,36.095,19.932,20.105,9.091,4.335,4.891
19980724,-5.638,1.589,0.432,1.432,2.026,0.531
19980727,-7.784,-3.49,-2.889,-0.851,0.656,1.67
19980728,13.415,12.692,11.267,6.587,4.864,5.712
19980729,-4.712,-3.411,-2.972,-0.236,0.225,-0.683
19980730,-12.254,-5.877,0.25,-3.145,-1.992,-1.297
19980731,27.587,9.877,-3.664,3.71,2.254,2.929
19980803,-5.386,0.123,-2.051,1.802,1.216,1.389
19980804,68.607,34.847,7.8,20.426,11.57,8.144
19980805,-10.638,-3.29,-0.261,0.271,-0.873,0.043
19980806,-12.037,-4.764,-2.682,-0.411,1.317,0.195
19980807,-10.616,-6.414,-6.554,-4.038,-2.253,-2.265
19980810,-1.322,-1.542,-0.436,-1.631,-1.374,1.442
19980811,18.029,14.109,11.955,8.118,6.362,5.161
19980812,-15.72,-6.964,-5.408,-2.966,-2.073,-2.16
19980813,12.004,5.343,4.234,3.147,2.319,2.739
19980814,18.242,10.22,11.341,11.95,8.864,6.253
19980817,-13.843,-9.678,-6.71,-2.375,-1.288,-0.258
19980818,-22.136,-15.696,-11.73,-6.862,-4.867,-3.377
19980819,-0.553,-2.388,-2.867,-2.49,-2.101,-2.308
19980820,6.638,5.203,4.834,2.936,1.348,0.983
19980821,14.764,8.154,10.266,9.295,8.87,7.276
19980824,-16.482,-10.531,-7.809,-2.432,-1.396,-0.691
19980825,-10.56,-2.031,-4.314,-3.141,-1.309,-0.634
19980826,0.879,3.456,1.894,2.509,1.503,1.339
19980827,93.535,52.442,27.815,26.707,18.377,12.968
19980828,-9.871,4.272,10.118,7.112,7.597,9.518
19980831,73.663,31.375,21.739,17.217,10.781,7.405
19980901,-18.719,-15.494,-2.311,-5.869,-3.25,-1.06
19980902,2.151,-0.132,-7.838,-3.874,-1.227,-1.361
19980903,11.599,9.261,9.613,10.183,7.246,5.168
19980904,-0.381,4.24,3.996,4.875,3.221,1.538
19980908,-13.796,-12.605,-8.199,-9.783,-5.947,-3.325
19980909,15.978,10.289,7.039,3.634,1.378,0.798
19980910,40.377,24.321,19.591,16.76,11.936,10.215
19980911,-2.321,-2.459,-3.291,-1.883,-0.391,0.95
19980914,-25.462,-13.983,-13.235,-8.727,-4.999,-5.221
19980915,-12.177,-5.556,-6.212,-4.26,-3.35,-3.457
19980916,-5.968,-4.98,-5.504,-4.501,-2.526,-0.981
19980917,26.884,16.314,16.77,8.019,6.396,6.036
19980918,-9.062,-0.993,-0.048,1.768,2.476,2.3
19980921,-8.744,1.936,-1.378,1.614,1.388,1.762
19980922,-13.658,-7.618,-4.451,0.673,3.789,3.377
19980923,-10.523,-6.192,-7.962,-0.177,1.956,4.791
19980924,9.536,1.412,4.727,-0.725,-2.567,-7.54
19980925,-3.777,-0.644,-0.127,-0.876,-1.686,0.347
19980928,-9.025,-3.832,-8.039,-2.964,-3.903,-1.874
19980929,-1.856,0.683,0.608,2.19,2.194,2.789
19980930,28.052,19.096,20.663,11.051,10.201,8.507
19981001,17.154,11.638,13.547,8.51,5.206,1.129
19981002,-12.647,-6.459,-1.899,-1.925,-0.146,1.778
19981005,1.447,5.747,6.279,4.134,3.999,2.029
19981006,-9.658,-7.118,-5.341,-1.76,-2.488,-1.939
19981007,6.54,10.172,11.711,5.199,4.228,4.167
19981008,-0.161,7.608,4.536,10.857,9.225,8.013
19981009,-16.041,-10.594,-4.615,-9.503,-5.895,-5.182
19981012,-20.963,-11.804,-10.008,-5.342,-3.713,-2.896
19981013,0.588,-1.593,-3.846,-1.809,-1.395,-0.809
19981014,-9.386,-3.616,2.347,0.363,0.673,0.573
19981015,-13.692,-8.842,-3.83,-6.382,-3.559,-1.771
19981016,5.021,-0.394,-5.989,-3.678,-3.065,-3.097
19981019,-25.692,-14.902,-3.753,-9.242,-8.502,-6.301
19981020,-4.22,-6.154,-12.544,-6.824,-5.092,-7.147
19981021,1.626,1.676,1.916,-0.99,-2.122,-1.974
19981022,-15.305,-6.763,0.792,-5.26,-5.253,-4.5
19981023,2.534,2.732,-2.211,1.082,1.831,0.594
19981026,-12.07,-7.262,-5.099,-4.746,-3.77,-2.201
19981027,-0.43,0.013,0.543,-0.634,-1.087,-0.27
19981028,-6.029,-1.431,2.243,2.181,2.446,2.319
19981029,-17.895,-11.426,-0.829,-4.791,-2.583,-2.563
19981030,-9.398,-9.358,-12.92,-8.634,-7.313,-6.482
19981102,-15.375,-10.243,-3.177,-6.619,-4.654,-4.949
19981103,4.137,2.204,2.076,2.402,0.894,2.28
19981104,-7.106,-4.368,-3.386,-4.817,-3.942,-5.852
19981105,-6.416,-6.231,-6.792,-7.276,-8.257,-8.769
19981106,-5.846,-3.834,-3.883,-5.985,-5.691,-5.748
19981109,4.834,5.763,6.952,7.33,6.015,6.952
19981110,-3.087,0.798,1.098,0.812,1.454,0.761
19981111,-3.55,-0.503,-0.518,-0.368,-0.843,1.127
19981112,0.005,1.922,2.719,3.15,1.964,0.095
19981113,-8.675,-1.567,-0.388,0.113,0.378,1.002
19981116,-7.261,-3.157,-1.965,0.273,1.027,1.339
19981117,-9.792,-5.547,-4.616,-1.814,-1.247,-2.094
19981118,-9.483,-2.791,-4.725,-5.224,-3.337,-2.75
19981119,-14.775,-12.295,-9.274,-5.013,-4.728,-4.382
19981120,-21.652,-8.698,-8.617,-5.67,-3.984,-2.464
19981123,5.465,-4.581,-4.841,-4.088,-2.724,-0.322
19981124,7.819,13.435,11.113,9.129,6.09,3.126
19981125,-13.54,-3.212,1.959,0.609,4.634,2.394
19981127,-9.797,-4.768,-3.146,-3.205,-3.379,-1.24
19981130,42.17,20.974,15.272,11.595,9.418,5.405
19981201,-9.727,-4.112,-0.966,0.379,0.533,3.641
19981202,-1.837,-1.118,0.544,0.587,2.673,-1.071
19981203,21.611,13.526,10.551,4.671,1.678,4.785
19981204,-11.474,-8.055,-4.64,-4.217,-1.994,-1.345
19981207,-12.305,-7.769,-6.979,-4.99,-3.476,-2.025
19981208,1.012,0.678,-0.092,0.694,0.819,0.287
19981209,-6.509,-2.533,-1.386,0.575,1.692,1.62
19981210,7.437,3.932,4.077,2.23,2.445,2.148
19981211,1.896,1.413,0.352,0.143,-0.248,0.019
19981214,19.817,9.308,9.05,5.424,3.268,2.919
19981215,-10.189,-1.645,-1.017,-2.081,-1.796,-2.15
19981216,-0.257,-0.541,-1.453,0.971,0.833,1.167
19981217,-12.588,-3.49,-3.865,-3.03,-1.783,-2.776
19981218,-20.48,-11.871,-8.503,-3.671,-3.272,-3.156
19981221,-14.302,-12.435,-7.719,-5.224,-3.9,-4.695
19981222,-14.037,-5.24,-3.021,-3.691,-5.212,-0.705
19981223,-7.93,-11.498,-7.319,-7.359,-4.072,-3.507
19981224,8.122,8.012,8.762,7.072,3.356,1.852
19981228,-0.004,2.889,4.162,2.269,3.503,3.062
19981229,-6.893,-8.386,-11.221,-3.829,-2.877,-0.186
19981230,11.46,10.789,13.482,8.41,6.447,4.356
19981231,-3.682,1.055,4.152,0.772,-0.238,0.491
19990104,-6.718,-1.817,-4.459,-0.874,1.209,0.713
19990105,-12.56,-5.641,-0.846,-1.673,1.055,-2.358
19990106,10.202,-6.047,-10.355,-4.276,-6.815,0.134
19990107,0.83,7.471,11.095,7.26,7.053,8.693
19990108,-9.597,-10.343,-12.497,-6.436,-5.99,-10.058
19990111,7.141,6.32,3.629,5.283,4.157,4.516
19990112,12.323,13.221,14.15,9.499,7.165,6.703
19990113,14.119,11.796,9.395,6.892,6.41,7.309
19990114,16.997,16.533,16.053,6.791,5.518,7.935
19990115,-18.308,-15.133,-11.852,-4.931,-4.456,-5.892
19990119,-11.559,-7.531,-3.37,-1.81,-1.857,-1.044
19990120,-10.382,-6.582,-6.524,-5.55,-3.957,-2.343
19990121,22.384,14.924,2.001,8.366,6.812,7.143
19990122,-1.386,1.805,0.537,3.598,3.127,0.84
19990125,-15.668,-7.97,-3.568,-3.453,-2.683,-1.132
19990126,-12.184,-9.301,-2.831,-6.728,-4.598,-5.478
19990127,4.325,1.047,-1.794,1.57,0.335,2.894
19990128,-11.219,-7.672,-5.985,-3.745,-2.725,-3.315
19990129,-13.275,-7.958,-2.463,-4.509,-3.235,-1.778
19990201,-3.369,-1.079,0.055,-1.991,-1.33,2.63
19990202,0.392,1.301,2.824,1.831,1.514,-0.07
19990203,-7.984,-4.846,-3.662,-2.902,-2.286,-2.039
19990204,9.667,4.127,3.42,3.722,3.872,3.073
19990205,-0.01,3.07,2.592,1.453,1.163,0.123
19990208,-9.881,-5.926,-4.307,-2.309,-1.382,-0.632
19990209,12.903,8.459,6.851,5.456,4.245,3.791
19990210,-10.423,-2.761,-2.014,-1.069,-0.04,0.107
19990211,-4.99,-8.682,-7.767,-6.389,-5.246,-4.531
19990212,18.628,8.932,7.677,6.026,4.295,3.324
19990216,-13.511,-5.683,-5.322,-3.724,-2.597,-2.096
19990217,2.245,-0.193,0.874,1.787,1.974,1.764
19990218,-3.855,-2.549,-2.134,-1.996,-1.249,-2.219
19990219,-14.879,-8.367,-7.028,-4.944,-6.148,-4.596
19990222,-12.841,-6.419,-11.03,-10.05,-6.337,-6.746
19990223,-1.036,-3.401,-2.682,-2.625,-2.962,-2.505
19990224,10.314,5.257,1.7,2.269,0.994,-0.606
19990225,2.162,1.629,0.885,-0.482,-0.848,-0.199
19990226,-5.25,-1.705,-0.657,-0.139,-0.098,0.129
19990301,-11,-4.322,-0.902,-1.626,-0.159,-0.295
19990302,0.4,-0.956,-2.073,-1.087,-0.324,0.045
19990303,-5.28,-2.265,-0.909,-1.388,-1.184,-0.708
19990304,-12.62,-7.765,-5.373,-5.164,-4.043,-3.138
19990305,-9.654,-8.042,-6.407,-3.444,-3.522,-3.563
19990308,-7.967,-3.437,-2.798,-3.947,-1.986,-2.143
19990309,-3.036,0.562,1.881,1.37,0.204,0.461
19990310,-6.546,-1.412,-1.105,-0.542,-0.087,-0.993
19990311,-0.672,0.918,-1.4,-1.726,-1.701,-1.118
19990312,-0.279,3.014,4.346,3.517,3.874,3.579
19990315,-4.191,-0.693,-2.116,0.143,-0.361,-0.502
19990316,-3.692,-2.467,-0.832,-1.047,-0.328,0.925
19990317,-0.497,0.542,0.946,2.004,1.481,1.065
19990318,-8.319,-3.457,-3.709,-2.874,-2.617,-1.571
19990319,-4.743,0.616,2.336,0.495,1.825,-1.035
19990322,-8.647,-3.293,-1.828,-0.916,0.453,1.487
19990323,34.598,18.682,18.635,16.865,9.347,8.397
19990324,-9.815,-4.504,-7.206,-4.6,-2.639,0.249
19990325,-12.123,-11.341,-8.08,-5.863,-5.382,-4.087
19990326,-5.912,-0.893,0.096,0.297,0.83,0.726
19990329,-5.328,-4.339,-8.708,-4.325,-2.243,-0.336
19990330,-15.195,-7.615,-3.679,-3.256,-1.81,-3.706
19990331,9.56,3.976,8.648,3.816,2.066,2.135
19990401,-11.996,-6.974,-9.56,-1.724,-2.133,-1.149
19990405,11.422,-1.403,-11.007,-4.591,-3.622,-1.639
19990406,-2.111,-0.394,3.299,0.076,0.192,0.488
19990407,-3.756,-1.177,-1.527,-0.421,-0.217,0.983
19990408,1.037,1.859,0.503,-2.653,-1.592,-1.005
19990409,-7.782,-5.741,-5.872,-2.326,-3.608,-4.046
19990412,-9.017,-2.599,0.667,-1.341,0.463,-0.08
19990413,0.191,1.832,3.528,2.421,-0.038,1.31
19990414,19.152,11.259,3.103,6.749,5.374,3.188
19990415,-10.194,-4.569,1.243,-1.219,-1.3,-0.414
19990416,-2.109,0.122,2.428,0.626,1.08,0.76
19990419,1.738,6.826,12.084,2.242,0.699,2.438
19990420,-6.497,-7.419,3.934,0.716,1.122,-0.596
19990421,-3.437,-2.946,11.354,-6.213,-2.949,-1.728
19990422,-0.427,-4.118,-1.837,-2.114,-1.517,-1.127
19990423,-4.14,-0.568,-1.029,0.671,1.11,1.679
19990426,-6.29,-2.479,0.558,-0.879,0.287,0.934
19990427,-6.602,-1.539,-2.281,0.597,0.655,1.495
19990428,10.68,9.569,7.157,3.135,3.717,2.272
19990429,5.193,1.749,1.259,2.069,0.49,0.56
19990430,-5.007,-0.182,0.708,2.039,2.206,1.253
19990503,-10.46,-6.957,1.716,-5.041,-1.352,-3.486
19990504,8.519,3.186,-0.984,3.213,1.226,1.916
19990505,-4.337,-0.267,1.018,0.077,-0.14,-0.73
19990506,11.264,7.121,5.529,3.496,3.079,2.598
19990507,-15.619,-6.641,-3.876,-3.216,-1.114,-0.814
19990510,-5.095,-3.232,-3.885,-1.866,-0.366,0.297
19990511,-7.27,-3.822,-3.032,-1.976,-1.13,-0.024
19990512,-0.71,0.958,1.153,0.821,0.903,-0.194
19990513,-11.43,-1.858,-0.789,-1.293,-1.102,-1.078
